# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153532829]
state	age(GOOSE_SHANTOU_2216_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
398000	0.8125249837240087	-4657.8860807076735	-295.1720280341695	-4362.714052673504	9.786417393039615	78.91478098821018	22.08013025478109	3.143554237539645	2.2889083214195067	1.861537521231836	1.0	2.0	11.0	2.0	4.0	8.826439769688086	0.5231611866004169	0.5737700885000176	1.9030687248995644	0.003959589894029822	-1234.9190957026638	-1192.2956612311445	-1935.4992957396958	-46.96734159335999
399000	1.2775533105979653	-4664.544491953393	-296.1266493490933	-4368.4178426043	10.283764805920367	88.20039744034995	16.054332543869133	3.6208157301465227	0.6140183095660492	1.130549806985879	1.0	1.0	14.0	1.0	3.0	9.429638327995796	0.5407719906909776	0.5608754093230933	1.8983525999859276	0.003926449265285995	-1232.1310012237473	-1191.877913685141	-1944.4089276954123	-48.67174407160566
400000	1.260982414513911	-4665.22998478837	-298.3203592827307	-4366.909625505639	10.53540683818867	107.09586739486937	67.21276756475861	5.938316720496131	0.37254148601619425	0.46261876277775277	1.0	1.0	14.0	1.0	3.0	7.4422788472026635	0.6255171164102264	0.544697612751079	1.8297852708386932	0.0034664619766842006	-1235.1237970445313	-1191.4060873980509	-1940.3797410630568	-49.684870149229724
401000	1.3737033215346472	-4663.607549445551	-297.60667145966755	-4366.000877985884	10.400882670174305	30.017390871763325	23.99404640945611	4.2387567432488265	1.583592382924053	0.8846461146420548	2.0	1.0	10.0	2.0	5.0	9.064462200426652	0.6236114461596967	0.5391803324686992	1.8372082213716026	0.0034354331547793815	-1232.830963863794	-1191.8292259698721	-1941.3406881522178	-51.35024751941414
402000	1.7497381538230456	-4662.605392533941	-293.9894562773801	-4368.615936256561	9.804004685677626	68.84514377066081	7.1382727581645025	2.4266247560595398	1.6568824328155345	1.207204269266627	2.0	8.0	5.0	4.0	1.0	7.848384664191292	0.5912090005831243	0.6034550223654751	1.8053359770513988	0.003729721708357059	-1237.1899199748436	-1191.1324190296273	-1940.29359725209	-47.994985512401676
403000	0.9199675172566684	-4667.831595016464	-300.1982815053243	-4367.63331351114	10.619405136667813	77.81267755818209	12.179961264768313	1.886044099424646	0.7356102905421996	1.999389931623529	1.0	12.0	3.0	1.0	3.0	8.691771710894734	0.5898586887165677	0.5080053405380736	1.9021359707453571	0.0030299388245732524	-1235.5865859215173	-1189.222927113462	-1942.8238004761602	-52.82216070511526
404000	0.12413969074336284	-4666.9286970498515	-296.435559163166	-4370.493137886686	10.404239724938737	41.3367743996859	6.4517137320215685	3.5779827380641867	1.157724560169881	0.7666381563999483	1.0	11.0	1.0	1.0	6.0	8.546457220296867	0.5393956787124631	0.5738273741275735	1.8867769471599618	0.003166046020612996	-1236.8889325195794	-1189.5853420363014	-1944.0188633308048	-51.60600803475785
405000	0.7903785158451474	-4664.817759236906	-301.17027954193026	-4363.647479694975	11.817469726031014	138.84753469780844	7.552765657629742	1.9049252336551443	2.2903223375384245	0.7352636773276715	1.0	12.0	3.0	2.0	2.0	9.647969659027922	0.738554681398227	0.5291075320048785	1.7323377865968927	0.003044390013940557	-1236.707306927375	-1191.8441305680135	-1935.0960421995871	-53.453262212550314
406000	1.0703705302116164	-4660.587381818319	-297.7574481543144	-4362.829933664005	11.358342111512092	47.18539711514643	10.897784622648569	1.8406083340406856	1.1719726485851796	1.1648904195111276	3.0	7.0	3.0	6.0	1.0	9.218951280921994	0.6032761234977699	0.5251300670498943	1.8715938094523337	0.0032121323984232583	-1231.1455150807114	-1192.467587142543	-1939.2168314407509	-52.38162229119172
407000	0.1540011895521456	-4657.911116157811	-294.8262413193036	-4363.084874838508	11.269882704216228	80.76189098133356	5.754631529568849	3.624241170797595	0.628310808288389	1.2960220279488368	2.0	9.0	2.0	5.0	2.0	9.218951280921994	0.687754808119037	0.5675693408346979	1.744675851046263	0.0032174820868357866	-1236.8469930896526	-1191.9895612408316	-1934.2483205080237	-48.05340898621032
408000	0.5801088565375601	-4660.319406317797	-296.1496422054581	-4364.169764112339	11.023472738370934	66.6907686588969	5.383649416386982	2.413300669522546	0.9121603405160676	1.897062616371334	3.0	10.0	3.0	2.0	2.0	9.218951280921994	0.568092084772631	0.611490945275891	1.820416969951476	0.00355834079685722	-1231.8352890055164	-1196.1890559215765	-1936.1454191852458	-49.81060680522381
409000	0.1219213695049528	-4661.0459623013885	-294.2669966180894	-4366.778965683299	10.197784442611768	22.76253032334375	5.6375924177396834	1.5442327015617558	1.177431823131443	2.6400526422812423	6.0	6.0	4.0	3.0	1.0	10.464352390254893	0.5993905277249243	0.5509511078817727	1.849658364393301	0.003838103730678217	-1235.0891593317958	-1197.36515755275	-1934.324648798754	-49.55669128568278
410000	0.40942298987715187	-4660.687743071851	-293.37358702165824	-4367.314156050194	9.891136360558837	33.466250167283555	4.46060704578712	2.4389265624196272	1.743595616412311	1.0805903901382745	5.0	7.0	1.0	4.0	3.0	9.7878883152171	0.57028669781395	0.6890654291774114	1.7406478730086365	0.003400577590310269	-1236.287602388518	-1193.205839586774	-1937.8207140749014	-48.85535674773539
411000	0.40942298987715187	-4670.370016763649	-304.2198874915989	-4366.15012927205	10.863203927251671	73.98359458720567	16.073170506256194	3.7880906974251305	6.98421023552624	2.9602780449823554	3.0	2.0	6.0	7.0	2.0	9.009542676978763	0.6380394711774648	0.592540462381781	1.7694200664407524	0.003240576939151019	-1234.3521909679453	-1193.7317465278604	-1938.0661917762445	-54.38222929438452
412000	1.0869231828419186	-4672.044997806134	-299.0136249120781	-4373.031372894056	11.675944311987044	43.19253454018614	8.210420409070462	8.765554415173675	6.730359784981835	1.7370415089651823	2.0	1.0	5.0	5.0	7.0	7.860810752845677	0.7532257037706106	0.45036024467109786	1.7964140515582898	0.0032285006619522517	-1235.1653655232099	-1197.7693112854022	-1940.0966960854448	-50.69541629672811
413000	0.6650663373986561	-4674.587584030077	-306.41461922428357	-4368.1729648057935	11.392647975700411	31.472312999919314	54.78402822635091	8.75611377797348	2.4557530866219133	0.6356045302359448	1.0	1.0	12.0	2.0	4.0	8.067921705806937	0.5930024576271277	0.5663893433484383	1.840608199024432	0.0030233170698040863	-1233.5820155907516	-1193.8349292234034	-1940.756019991639	-57.658593891503735
414000	0.3698883622378786	-4660.334536306754	-299.74499797144813	-4360.589538335305	11.059005017825742	25.7122795032006	8.903750309826787	3.402240327076637	0.8498987265318421	0.7775318123381075	3.0	5.0	6.0	2.0	4.0	11.084403447294088	0.5828811254987732	0.5778105720071386	1.8393083024940862	0.00316540776362288	-1231.9817554366741	-1191.733419873942	-1936.8743630246888	-55.44568859195191
415000	0.6264358277062931	-4667.687845508797	-303.727810929087	-4363.96003457971	12.870388338501503	21.411217986639045	7.246905481547437	7.217334168523763	6.61349791158969	1.2332865886479605	3.0	3.0	6.0	3.0	5.0	9.046246452591255	0.7733597255682246	0.5595543578356059	1.6670859165961678	0.0026748913370418597	-1233.3625498179824	-1192.7124250528457	-1937.8850597088817	-56.85575085292326
416000	0.7167004888065422	-4670.919666789335	-304.03247076037826	-4366.887196028956	12.02161660053993	22.896992043782053	3.176750895296276	6.51018365494067	2.766860089620928	0.9486834708757503	2.0	1.0	11.0	2.0	4.0	9.147939519324455	0.528262902094092	0.5333221077510686	1.9384149901548375	0.0028168463280555315	-1235.9219562114215	-1189.242362534265	-1941.7228772832696	-58.295540969650084
417000	2.0844451879819035	-4670.626939575228	-300.03120912434105	-4370.595730450887	10.899485165228759	79.02149754186557	6.535937716959231	4.916819373655413	1.0168450048552944	0.9710385266426732	1.0	3.0	9.0	3.0	4.0	7.2472041919310755	0.6112666708375245	0.5700443192154568	1.8186890099470168	0.0030946486626273317	-1236.2951802140067	-1185.473175301517	-1948.8273749353625	-53.56921454887289
418000	0.6303006719291238	-4668.970809671682	-303.96943055086206	-4365.00137912082	12.15954826132602	149.2278239689721	4.338820022691814	3.6425049240210745	0.8668851588062917	0.830755338092087	2.0	5.0	4.0	5.0	4.0	11.346009994484247	0.5551693179060748	0.6136043827466932	1.8312262993472301	0.0030601324709693184	-1233.2400007762317	-1194.924775555536	-1936.8366027890522	-56.588777547620325
419000	0.1782273357893871	-4674.830987788724	-298.4930750113646	-4376.33791277736	11.28217129080813	61.6528874307718	9.102668398699862	4.249683933882493	0.7579967054461403	0.8076333274980095	3.0	8.0	3.0	3.0	3.0	11.701705020717217	0.4334766485253101	0.627608345182336	1.938915006292352	0.00312064966440453	-1238.269553693616	-1199.709169705704	-1938.3591893780394	-52.295100499091376
420000	1.012930843857398	-4670.713340851608	-306.5841532037744	-4364.1291876478335	12.199559155145877	69.12971150625111	3.6928168495025524	6.218624248196484	2.8344394718604726	1.0615880068133785	4.0	9.0	1.0	4.0	2.0	9.062829313492598	0.5592612874421992	0.5053871554625813	1.9353515570952173	0.0027977808693116697	-1232.2829362303166	-1192.1428251542293	-1939.703426263288	-58.905983308046345
421000	1.1966847558727816	-4679.351155801163	-311.7757686215885	-4367.575387179575	12.335293865605971	234.5072956887205	17.495483384040618	4.835001309515194	4.95392993004198	3.7924289043776094	1.0	9.0	3.0	5.0	2.0	6.782592994215026	0.6427196357800643	0.6165751110948661	1.7407052531250675	0.002585555281669113	-1232.4474873922406	-1191.0980893827368	-1944.0298104045976	-60.50882180182778
422000	0.16454191735546075	-4676.853135098537	-306.420049790754	-4370.433085307783	12.440254360808694	108.48676089379143	14.352012285744939	4.0659166383182965	1.9036726622462306	7.865815382043658	1.0	10.0	4.0	4.0	1.0	9.937068351670959	0.605750503026617	0.4369540431369583	1.9572954538364227	0.002827870783205964	-1232.3625094528875	-1193.3226903408072	-1944.7478855140882	-54.76598711487913
423000	0.1672185261011263	-4670.927545401182	-301.02350717063416	-4369.904038230548	10.809605696194657	67.24803538812463	5.627739452426147	2.6705995685290267	0.5969694850852297	2.123745126506292	2.0	10.0	2.0	2.0	4.0	10.549232846575237	0.5889301217727135	0.5480862423257785	1.8629836359015057	0.003213335779104196	-1235.3696532676488	-1190.9933600289305	-1943.5410249339695	-53.458741361707624
424000	0.48807942281925776	-4665.915526239426	-301.21384565550875	-4364.701680583918	11.10446746390364	25.497178142325055	3.9362117060703565	6.367159706148896	2.579408212823696	2.779832057703744	4.0	5.0	1.0	2.0	8.0	9.596437588501402	0.5118451634915651	0.7749754242978357	1.713179412210597	0.0030787401840838583	-1232.40730851552	-1195.2123634622237	-1937.0820086061738	-54.7930998203363
425000	0.9836592654689982	-4664.571725755076	-299.8707135073606	-4364.701012247715	11.39485197726313	34.26654249888277	11.06510135571799	5.317051326773196	2.934052233181322	3.0072508417579185	1.0	7.0	1.0	6.0	5.0	9.39748648723346	0.614972879411389	0.5471441682589219	1.837882952329687	0.0035398241293796797	-1235.8161035664284	-1194.456769009339	-1934.428139671947	-52.77211907663734
426000	0.4174701999609678	-4664.1931280912595	-298.65420198870055	-4365.538926102559	10.570368108586678	50.13039350118756	21.131767628961363	6.510318950747003	9.169900143601742	1.2858222870260045	2.0	3.0	4.0	2.0	9.0	6.953766492918087	0.5170630704421164	0.5956759773903917	1.8872609521674892	0.0036094071004340936	-1233.268118561681	-1192.9875504670338	-1939.283257073845	-49.208703959368705
