# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153533173]
state	age(CHICKEN_HEBEI_326_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
1890000	0.33881735460740786	-4669.884994722914	-300.98679280776423	-4368.89820191515	11.278364184089806	180.42109144249395	10.730053628571323	3.9595008323118597	1.6145803119502427	1.9428683772271647	2.0	3.0	7.0	6.0	2.0	7.767737326350272	0.596688750433762	0.5813662922547219	1.821944957311508	0.0031147040594499435	-1234.990233303556	-1192.1070867552817	-1941.800881856312	-52.01989247512509
1891000	0.4769892176708605	-4668.108984339655	-302.7177771599477	-4365.391207179707	11.423923382227931	104.83359003396457	17.681417141026117	5.736562520218072	1.578389689834208	2.3455164414468905	3.0	2.0	9.0	2.0	4.0	9.027433840916254	0.5450179526250549	0.6729972302808398	1.7819848170940975	0.0034527365954687443	-1235.6116885085646	-1195.9341211689525	-1933.8453975021896	-53.62420560941073
1892000	0.13529525063835496	-4664.986467548123	-298.25515832066634	-4366.731309227457	9.820947471148992	31.819299671218626	12.853759126763846	8.513320022852046	4.01295274755026	1.0001585275234697	4.0	2.0	6.0	1.0	7.0	10.882432880770047	0.6206981189203228	0.49221670599001144	1.887085175089658	0.004145077461655375	-1235.8607622422685	-1192.654876486868	-1938.2156704983208	-50.817669041140896
1893000	0.2599762018193909	-4666.202412987152	-297.58513348077713	-4368.617279506374	10.480872725966508	52.634832727305984	18.18005020077467	9.247875356537213	0.9449810176842992	0.7305936066912136	1.0	1.0	11.0	2.0	5.0	9.667804985650937	0.6005483808318842	0.5135394419093829	1.885912177258725	0.0033606140923821207	-1232.576513185958	-1192.784554912972	-1943.2562114074435	-50.33354215786348
1894000	0.9845081320453328	-4668.881280926325	-301.9439009752099	-4366.937379951116	10.050410154246931	68.62892848012346	18.898218281998417	11.22862010724788	6.622212665022679	1.6885700608448466	1.0	1.0	8.0	4.0	6.0	10.44505118998679	0.7258500233404745	0.5476668890110838	1.7264830876484343	0.0037067075068726633	-1234.6764317287457	-1191.8939720319117	-1940.366976190458	-51.919593290967555
1895000	0.5697540935308235	-4663.319261531771	-295.27747890159634	-4368.041782630175	9.643687167366602	72.52729027814574	20.203776349672893	5.418130825466292	1.39884153102853	1.0493692108040082	3.0	1.0	9.0	3.0	4.0	7.861838836406795	0.6652624411189719	0.6387168787511769	1.696020680129844	0.004327588930739428	-1237.1271312798706	-1194.6713107972753	-1936.2433405530292	-47.802668267446535
1896000	0.5697540935308235	-4660.702687892979	-298.81093405018487	-4361.891753842794	9.971533696056047	35.58387211466155	33.98639575669341	5.977503521847161	1.2798561586644244	1.1048548841750214	1.0	2.0	9.0	6.0	2.0	7.861838836406795	0.6789562781010245	0.5782234496935538	1.7428202722054147	0.0038570200857186887	-1234.1636062269206	-1192.2570673031948	-1935.4710803126786	-51.577545114162156
1897000	0.3368221145420312	-4663.071450480745	-296.6758420487673	-4366.395608431977	10.156981846122816	46.06663591298823	15.224244666342248	4.682101612589114	1.758540324709698	1.5203366269111012	1.0	4.0	9.0	3.0	3.0	8.677512243280912	0.5804703216731573	0.6869341998438085	1.732595478483027	0.004018508114368203	-1231.9371325846762	-1195.0495326373966	-1939.4089432099045	-49.88714155958341
1898000	0.25216887091413337	-4677.586925058421	-308.23292465754	-4369.354000400881	10.587185460184905	111.39670705437666	34.712786285790095	9.62359747100741	5.5645186159417435	1.62457962730622	3.0	2.0	6.0	7.0	2.0	9.262385760906945	0.5658959791591561	0.5476150745521098	1.8864889462887269	0.0032556185592411695	-1235.8838195508858	-1194.7544788079279	-1938.7157020420668	-57.335503002894846
1899000	0.12292532126604369	-4658.28877161937	-294.82160530438784	-4363.467166314982	9.912625398668045	45.05349549391393	12.650406076911777	3.6913264560193086	1.113020462375581	1.5060583987944505	1.0	3.0	7.0	5.0	4.0	10.354787752651045	0.6110704421832029	0.5711075946001306	1.8178219632166592	0.0038753008796682756	-1233.2735694503738	-1192.213675379048	-1937.9799214855598	-48.431961292601926
1900000	0.12292532126604369	-4661.834248435441	-292.810781810048	-4369.023466625393	8.98192700147673	18.025800955402413	8.838965161309767	3.1802736361363557	1.1228356599230218	0.41121226602777494	4.0	2.0	6.0	5.0	3.0	7.912168533338892	0.5036652213192734	0.5407855499415817	1.9555492287391378	0.004411411229223542	-1234.0112244734944	-1186.6479863985032	-1948.3642557533944	-49.678826491171016
1901000	0.118688857297999	-4653.760820707925	-289.6347117832488	-4364.126108924676	9.059981715646616	16.287909877664973	4.007173662135793	2.187838156243379	0.7213722699723354	0.4017511590937895	6.0	4.0	7.0	1.0	2.0	7.695103167060016	0.6084976082534145	0.5544024140073897	1.837099977739189	0.004295772515063975	-1234.3658080388125	-1194.1309933963319	-1935.6293074895325	-48.231724768514326
1902000	0.07395120099335922	-4663.52786751575	-290.63637260592344	-4372.891494909826	8.946185215522604	7.260749673520564	3.6694241178798443	1.5780319759406534	0.7745844902403553	1.3034056776378065	8.0	1.0	9.0	1.0	1.0	9.999617447528397	0.6592092576866277	0.5544024140073897	1.7863883283059758	0.004905779544579371	-1236.0689448210962	-1192.010241682059	-1944.812308406671	-49.50056783533579
1903000	0.07395120099335922	-4663.343696059511	-292.2461061680648	-4371.097589891446	9.959732265792024	24.418989257185565	2.621437272172395	3.485422648521395	2.376992738551004	1.241892892339717	4.0	1.0	8.0	5.0	2.0	8.37233603964943	0.6211671862920273	0.6969156096875568	1.6819172040204093	0.004325304761300924	-1236.2924075460253	-1198.0804311973536	-1936.7247511480668	-47.75241146060261
1904000	0.07395120099335922	-4659.042725164145	-294.3894611061634	-4364.653264057982	10.327214880628304	100.61145178175317	27.923197759598967	3.3327390795832983	1.2064925790793206	0.47113406070163727	1.0	3.0	7.0	8.0	1.0	8.102069266709256	0.6144275613070793	0.55118651551976	1.834385923173154	0.003641753903564443	-1230.1552258916445	-1192.7427593426378	-1941.7552788236992	-46.94593036676093
1905000	0.024631747937269008	-4660.469242963558	-295.1992418731934	-4365.2700010903645	9.641054252958293	78.23581026780722	22.019558119830776	3.42182836266972	0.7659429490493475	1.3370924479099722	1.0	3.0	6.0	7.0	3.0	8.57685093246497	0.6536970591179145	0.5328523459523002	1.8134505949297783	0.0033434493020880742	-1230.7807482296282	-1192.6452042938843	-1941.8440485668516	-47.61037989434694
1906000	0.024631747937269008	-4661.5593822072005	-294.41121177014384	-4367.148170437056	9.311792509133928	77.71759996482524	13.592343627000897	5.6498384325791235	0.6305207875119435	0.860208135600622	5.0	2.0	6.0	3.0	4.0	8.301297263042006	0.5792519712142241	0.520744103706537	1.900003925079232	0.003854251252942751	-1232.8096608054257	-1193.9334349122958	-1940.4050747193346	-47.38376364998165
1907000	1.1104462282626386	-4666.737979313873	-293.39072033681873	-4373.3472589770545	9.241684116327749	66.62742363979999	13.592343627000897	4.106830279995512	1.087644428112454	1.1005015254391342	2.0	8.0	2.0	4.0	4.0	8.301297263042006	0.6963714312831899	0.6012907723811463	1.7023377963356567	0.003943848989650758	-1238.8858991752143	-1193.9354640331014	-1940.525895768739	-46.72858713134469
1908000	0.1352179461761187	-4657.540999747089	-290.40993613019987	-4367.131063616889	8.852187333583425	43.61987897056592	5.697207435475235	1.7870324118700835	1.1952169275210207	0.7108138768463325	4.0	8.0	2.0	5.0	1.0	9.863747873819543	0.46458639881454517	0.5565069427103855	1.978906658475062	0.004808432599187716	-1237.008112134102	-1190.733666553336	-1939.3892849294507	-46.104852820318364
1909000	0.15572801538309772	-4665.291920275497	-291.43240936152176	-4373.859510913976	8.702358158968092	26.639577997445066	2.6846503068905387	3.300470091160845	0.5946076022899	0.26749011728389893	6.0	4.0	5.0	3.0	2.0	8.551559106907341	0.5430795270956678	0.5342071820979546	1.9227132908063702	0.005011326309123365	-1235.8239413080237	-1191.3422175365552	-1946.6933520693972	-48.841048035895945
1910000	0.27039795920716797	-4661.929142336459	-296.43129230153704	-4365.4978500349225	8.763137189880311	39.28809879044854	10.088627704238469	4.029057412718963	1.8424748495163044	4.270026183696401	4.0	6.0	2.0	7.0	1.0	7.5873486372176835	0.6147630048588267	0.6320834411721895	1.7531535539689762	0.004868178584708619	-1231.3579430658351	-1193.6435007409004	-1940.496406228187	-49.05740845630008
1911000	0.8495957668274862	-4667.1422170407695	-295.5611759133693	-4371.581041127401	9.27980499616806	34.40645727959685	5.7827493408222885	4.882131555699112	2.71151955074708	0.96110083912436	2.0	5.0	2.0	8.0	3.0	8.768308233591798	0.680784450511209	0.435171949929508	1.8840435995592755	0.0039523994645483135	-1237.1151963291488	-1194.047770998058	-1940.4180738001935	-49.79488671155369
1912000	0.47832158285750864	-4658.4045441312655	-289.1443588369354	-4369.26018529433	9.357338078525595	53.45831058131152	5.126016864584137	3.5853616007717655	0.668950344535555	0.611607554575477	1.0	11.0	2.0	4.0	2.0	9.345211224583442	0.616477085939794	0.6099955866154987	1.7735273274446997	0.004648856035818248	-1236.2184982535375	-1190.4793131250506	-1942.5623739157418	-44.28784871676942
1913000	0.04737701869137012	-4654.390411512102	-289.19975548831184	-4365.19065602379	9.249215797383041	19.055793661467384	7.228943869846605	2.868263100369346	1.1349256100788887	0.8792569470765925	1.0	7.0	4.0	6.0	2.0	10.025608604663285	0.6826380566529205	0.42360212758471577	1.893759815762356	0.0045500381358140295	-1232.909297311808	-1192.0048032475372	-1940.276555464445	-45.63645240603064
1914000	0.6169256912062115	-4660.509167807073	-290.5245822430244	-4369.984585564049	8.704296084131684	31.281546668410037	7.496759479473796	1.6118025257625161	1.0974542271612024	1.2182770432734036	3.0	7.0	3.0	5.0	2.0	8.298394466475612	0.7703885252668875	0.5142820761463907	1.715329398586714	0.0049332619665362985	-1234.782137418586	-1192.6170826173945	-1942.5853655280685	-46.43350274331753
1915000	0.6169256912062115	-4663.337163502624	-290.67137803680055	-4372.665785465823	9.325743370249977	11.368193984010281	2.5369035342015374	2.562120052842232	0.587227341693259	1.6343896104752544	5.0	7.0	2.0	5.0	1.0	8.631552236734988	0.6167106493647312	0.6494505331621596	1.7338388174731014	0.004925107023989164	-1232.9058597802477	-1193.7812867200817	-1945.9786389654937	-47.810844175516124
1916000	0.2437444973473687	-4654.53089286262	-285.70892250485156	-4368.821970357769	8.662616896012803	23.101661240993884	7.586316945014615	4.072171134511314	1.216081785537089	0.68082142641529	4.0	6.0	3.0	3.0	4.0	8.631552236734988	0.6255822787319625	0.6374521418571877	1.7369655794108418	0.004967619462114963	-1234.8069121510625	-1195.055791538934	-1938.9592666677718	-41.66537576674972
1917000	0.2605717228017089	-4656.523726143946	-285.44874479968945	-4371.074981344256	8.325408218704263	22.098469560565878	3.049282618219181	1.722625386719859	0.36345014574277834	0.7435196670453449	4.0	10.0	4.0	1.0	1.0	8.518006274591663	0.6255822787319625	0.5759085365240297	1.7985091847439998	0.00547930723090382	-1235.917369981327	-1192.1973862369596	-1942.960225125969	-43.25076664720027
1918000	0.9297626434616385	-4662.39714408971	-286.5433374325688	-4375.853806657142	8.313596247997161	26.504214713977237	14.699942715111403	3.196391930609297	0.44505601515796844	0.22956156102794548	2.0	8.0	3.0	1.0	6.0	7.387389108773835	0.5906061301917364	0.6594408493503627	1.749953020457893	0.00532263063988238	-1235.1937479341927	-1196.1131987916456	-1944.546859931304	-43.263025278106596
1919000	0.15647402098814667	-4654.842300942968	-287.597575711412	-4367.244725231556	9.31486331594225	20.698824285709154	5.932100613925402	4.523084342081962	0.9415803037176825	0.6590137747462972	1.0	3.0	8.0	4.0	4.0	12.323756702136116	0.6220745824828083	0.5469506980330291	1.8309747194841548	0.0045017587295171765	-1236.9700759750885	-1194.4782690085442	-1935.7963802479237	-43.58086570236798
1920000	0.1578636747509078	-4658.923567654146	-297.50695219950376	-4361.416615454642	9.607757482614154	48.11732637723086	33.80216385735356	4.2348587965545255	7.832120453161972	1.194055321224132	2.0	1.0	2.0	7.0	8.0	7.488954686726019	0.6113828462123159	0.5387956368471924	1.849821516940484	0.003901631536349089	-1231.881152315451	-1190.6023870253355	-1938.9330761138556	-47.63594567225587
1921000	0.7551108516270464	-4661.9730900346585	-294.1986254677775	-4367.774464566881	8.819922388292943	20.631837579158994	53.091001846961625	4.197255689128293	1.7743249744086673	0.8038327638896094	3.0	2.0	5.0	5.0	5.0	9.224277903410115	0.5591109181268636	0.5769687689279376	1.8639203129451911	0.004720405461324264	-1233.2348741918508	-1193.2924230756025	-1941.2471672994272	-46.156663829876
1922000	0.29853654849200084	-4667.617719917032	-298.8722988566516	-4368.745421060381	9.413457689092908	44.783360902307315	34.3779727298572	10.126847275726808	5.613711642848718	0.2971839003764053	2.0	1.0	1.0	11.0	5.0	7.731713522803857	0.6807181883159598	0.5177811763062746	1.8015006353777576	0.003888100200189274	-1232.0111323102285	-1192.8523019722984	-1943.8819867778534	-49.71746479146204
1923000	0.1165315055136305	-4662.408536563682	-292.1672549060356	-4370.241281657646	8.715908518906975	45.737900081538776	14.14022860626254	9.621810898698397	3.688484826714958	0.5952444520135661	1.0	3.0	3.0	9.0	4.0	7.790148512951023	0.5777493962243014	0.6562217554500485	1.766028848325642	0.0044821721770111475	-1238.463443685799	-1195.9179253724026	-1935.859912599445	-44.45741937685751
1924000	0.3570674564402241	-4664.45291741376	-296.7559188212341	-4367.696998592525	8.703370121592005	305.08668541022183	12.561296505910446	2.6219077988218213	4.894557532056846	1.3581030306371755	1.0	3.0	1.0	11.0	4.0	7.896541043770212	0.5936758118552429	0.5232281216324083	1.8830960665123408	0.005115808035364781	-1235.5517516093894	-1191.583228758155	-1940.562018224981	-45.512979900266565
1925000	0.3570674564402241	-4663.598064045674	-291.52527850992954	-4372.0727855357445	9.309256833028412	348.8178227421897	27.080698661205666	4.972005633767088	1.4565599859963794	1.0214352281281276	1.0	3.0	2.0	8.0	6.0	8.050443782826804	0.4896034190766331	0.5671437397589627	1.9432528411643961	0.004692230142785751	-1236.0353236866476	-1195.7229335293964	-1940.3145283197005	-40.937767449604316
1926000	0.5436838959401552	-4661.770321940848	-294.0959818848147	-4367.674340056033	9.38479000541445	170.30026017460372	45.17879402979069	2.2154647842107473	2.9233405060015407	0.9898965281993171	1.0	2.0	4.0	11.0	2.0	9.987367851191296	0.5750013389611174	0.5718694399878672	1.8531292210510075	0.004484513822597346	-1236.004638741514	-1194.3218362191917	-1937.3478650953264	-43.60974755523967
1927000	0.5845170532420868	-4668.66414451902	-299.5336138322706	-4369.130530686749	8.693404315778894	94.1390032271068	23.218303982414064	3.4691587755372435	2.9913413888109197	3.7485261481571364	3.0	1.0	1.0	14.0	1.0	9.71826653834981	0.5578325561137394	0.6044629665310174	1.8377044773552351	0.004815417024121018	-1238.318577356291	-1193.6234763208695	-1937.1884770095887	-49.91553148937628
1928000	0.033221590650479194	-4666.299339159652	-296.31566301568074	-4369.983676143971	10.020312828349393	50.92429277875227	56.86000352172735	5.371423380542495	2.630732921047615	0.8570682932898933	3.0	1.0	5.0	5.0	6.0	8.782520611982166	0.68477023726349	0.5230030101133978	1.7922267526231042	0.004094012363012805	-1235.3890956448652	-1193.97585207117	-1940.6187284279363	-47.308180226541964
1929000	0.033221590650479194	-4663.004842734254	-292.73008558418076	-4370.274757150074	9.817041598508043	32.3977228497409	9.071474324447088	3.8171887641124043	2.026046764221894	1.1908916068113342	1.0	5.0	4.0	2.0	8.0	7.490787221602042	0.683503732444648	0.620914885584906	1.6955813819704377	0.0040381426862168114	-1233.2061586484467	-1192.1077409236811	-1944.960857577946	-47.43163668481696
1930000	0.1210534180023102	-4663.436952635671	-298.87361009184946	-4364.563342543822	10.195709052205656	158.55589558121474	10.975280787503909	6.767737806592795	2.98925239231301	0.9734918740281967	1.0	3.0	6.0	7.0	3.0	5.6359439208094555	0.5521250034449283	0.5652949528561949	1.8825800436988687	0.0033886030261378866	-1233.8643776795532	-1191.4997391308411	-1939.199225733428	-49.8976756651063
1931000	0.16760545433241542	-4664.5202938095	-295.19957004949094	-4369.320723760009	9.592964785779447	66.29535756315762	13.879698047069589	4.5586399368731225	3.2473994432317643	0.9859034630955076	2.0	3.0	8.0	1.0	6.0	8.691439609492514	0.637028808874449	0.46840050683874224	1.8945706842868009	0.003804780026493798	-1233.949248168892	-1192.9203318041034	-1942.4511437870133	-47.51141612421331
1932000	0.5208702954301372	-4673.0059305389805	-301.70826091311585	-4371.297669625865	10.54262882255925	74.77231192999974	33.149821802947805	7.312102484039175	0.8336847216114731	2.6560380264770465	1.0	2.0	11.0	5.0	1.0	10.43250362542626	0.5415868951355589	0.5907564048505937	1.8676567000138398	0.003180221666514561	-1238.599175164004	-1195.2328794009593	-1937.4656150609012	-51.20342422677836
1933000	0.7428630182359539	-4669.076845356141	-300.5854725773477	-4368.491372778793	10.168323096150331	22.176185997359138	9.439451719174558	2.3787805101778114	3.3866564586543357	1.6752034005555276	8.0	3.0	6.0	1.0	2.0	9.603044958606532	0.5996023581808682	0.5907564048505937	1.8096412369685304	0.0033258578035891473	-1236.5004187611066	-1193.8830821109702	-1938.1078719067164	-54.93951224356493
1934000	0.5428802737445102	-4672.591186526874	-299.57837632248777	-4373.0128102043855	10.61252535021572	21.733057097700318	8.716674999101029	7.013941126781184	1.3431697283517758	2.278319270382717	8.0	1.0	4.0	4.0	3.0	8.146216867481087	0.5750810544284533	0.5459388273082983	1.8789801182632406	0.003539023931172539	-1238.1569848236982	-1194.8157889219017	-1940.0400364587863	-53.56301168465499
1935000	0.24510748246656425	-4669.546700343006	-305.0315304790477	-4364.515169863958	11.446054700055935	52.75985128303083	9.471539399551753	8.90060299609958	3.9540812035561372	1.324952619639637	5.0	5.0	1.0	6.0	3.0	7.714847728503676	0.7518196371399666	0.49879257358981455	1.749387789270211	0.003300595061293667	-1235.9477979249953	-1191.0398818608985	-1937.5274900780646	-57.09063859257952
1936000	0.10162263738167557	-4665.518347870975	-301.36829979554	-4364.150048075435	11.46741328203388	40.41690616850487	17.69251511504405	4.054552843733655	1.2732635897360411	1.2644387398573662	2.0	7.0	3.0	1.0	7.0	7.112410019616163	0.5413933058247524	0.6213106691028584	1.8372960250723813	0.003433221529737633	-1231.9730412224778	-1191.2492102023837	-1940.927796650573	-55.26086736279421
1937000	0.21283444722687436	-4669.803978984674	-301.4814528123309	-4368.322526172344	10.849200744419818	46.65350607257839	12.199739641722783	8.348192489634792	1.2471491444052012	0.8071852443426828	2.0	8.0	2.0	2.0	6.0	10.3038605738926	0.5603148916877544	0.44588782037545466	1.993797287936783	0.0032590807360863617	-1231.1645565674178	-1196.1295007347176	-1941.0284688702086	-54.61820355068808
1938000	0.21283444722687436	-4674.626889137694	-302.40001543203584	-4372.226873705658	10.542320403121355	56.293314546753244	5.205101226605956	8.38771465256928	0.7474509305372418	1.6116476821138608	3.0	10.0	1.0	5.0	1.0	7.855087050589593	0.6636401119389939	0.4855304018388561	1.8508294862221422	0.003319846422849575	-1234.454190172529	-1191.238897676187	-1946.5337858569424	-54.58466290651539
1939000	0.22622181033431712	-4675.984608158486	-305.47329182195256	-4370.511316336533	12.555570731684334	21.783898800450224	10.887414956797441	5.65063004945978	2.660607319260763	1.0291441476139989	1.0	7.0	4.0	6.0	2.0	9.472416247978908	0.571103643015541	0.6504724137502262	1.7784239432342253	0.0028554447784830267	-1235.1336361348594	-1192.1243737298964	-1943.2533064717777	-59.82967034914702
1940000	0.2859850249821301	-4669.731491639504	-309.383625133481	-4360.347866506024	12.046109648385965	295.9467794432598	16.482891873029363	14.69187228281171	2.9517686976633897	3.1043824742681356	1.0	5.0	6.0	7.0	1.0	8.905424235935943	0.6435573185380012	0.5576547245016179	1.7987879569603733	0.00292565779508702	-1233.253462988804	-1191.3668284351127	-1935.7275750821073	-56.78642371385709
1941000	0.07879587297338692	-4675.838699195537	-305.1384486138626	-4370.7002505816745	11.4529660340275	39.77062439381134	10.068196569896081	11.598904765813804	2.292029973715054	0.8324059151017187	1.0	7.0	3.0	7.0	2.0	9.805367255875405	0.4936529362763411	0.5515821245427893	1.9547649391808621	0.003036411906604009	-1234.8514997316272	-1192.3275670368432	-1943.5211838132043	-57.675049968776236
1942000	0.7908384423244789	-4671.500361571892	-305.0916260283902	-4366.408735543502	10.9589509192834	78.90542011852834	8.77947969622495	16.22542512493941	3.004518539593045	2.8483494796321867	1.0	3.0	4.0	8.0	4.0	9.805367255875405	0.5471697320505265	0.5392724294159814	1.9135578385334846	0.0031703816676492457	-1234.4442478115304	-1190.691901596229	-1941.2725861357428	-54.66200391599349
1943000	1.2394591552272045	-4677.088039533627	-308.49315169784	-4368.594887835787	12.421072641908834	97.72599923860913	24.492630580661345	15.175684618642546	1.2889251736682639	4.796115547612622	1.0	6.0	6.0	6.0	1.0	9.458879639235095	0.5861746539928162	0.5637586731995547	1.8500666728076218	0.0033621681680473525	-1233.9139694033267	-1193.7692050588953	-1940.9117133735645	-55.97529722044761
1944000	1.4799581093093135	-4673.913548765473	-302.163406323702	-4371.750142441771	10.725431213526107	60.15720057208516	4.594432998517642	15.498915400589706	1.1659742085043365	0.6704843293840953	1.0	2.0	10.0	3.0	4.0	7.770432933000741	0.5482577887717516	0.5763072052246636	1.8754350060035778	0.0035223355045942966	-1233.4165623626527	-1194.6777423614255	-1943.6558377176925	-53.141419134195296
1945000	0.4336065534111627	-4670.623748894739	-302.37895831478323	-4368.244790579955	10.457165122924039	29.734891407884586	12.185322619436885	4.609849464703174	1.2619542707348286	1.4260288319977164	3.0	1.0	9.0	6.0	1.0	7.770432933000741	0.6485542761725441	0.5736109652031899	1.7778347586242593	0.0027967515513013354	-1236.6781562132517	-1191.6633587410422	-1939.9032756256618	-56.83251351745264
1946000	1.329623713084112	-4675.019304739672	-305.3430461324686	-4369.676258607204	10.46685319023333	26.396859407176617	21.277746796081175	3.953396759189017	9.561997166774617	1.085963435375748	2.0	2.0	8.0	1.0	7.0	8.978874134347757	0.6000150720594293	0.6004530295885202	1.7995318983520439	0.0033970120836551232	-1239.1625942787114	-1192.9632861963598	-1937.550378132132	-56.12901833251356
1947000	0.3171455149994913	-4669.455223531408	-304.26679932387697	-4365.18842420753	11.830880084614416	41.52163174927284	19.613438934788977	13.480306112414743	6.857405111601608	1.0485494959000108	1.0	3.0	5.0	4.0	7.0	9.482145239260568	0.6166073099255612	0.6016940422853261	1.7816986477891061	0.0035305201561068615	-1235.2253061235917	-1194.3490910058244	-1935.6140270781145	-54.98240457503895
1948000	0.028237655292080555	-4675.855158322811	-307.617377929621	-4368.2377803931895	10.346267091227137	325.32341083084725	17.265779467120897	9.074565372594156	7.45836077082517	1.9365135225953878	1.0	2.0	10.0	2.0	5.0	10.103471977894227	0.6701030186607538	0.6111003318338286	1.718796649505411	0.003753386928531301	-1235.6359131259105	-1196.7707714993298	-1935.831095767949	-54.75261803025004
1949000	0.028237655292080555	-4675.185503242881	-306.34295035598893	-4368.842552886892	10.365514673203467	377.4383121088905	12.487819811087533	5.404175941498367	7.166385577323627	1.1873060733527196	1.0	2.0	10.0	1.0	6.0	9.847906819755023	0.47829342909380335	0.6819457981843889	1.839760772721801	0.0033746172535143544	-1235.2466108994904	-1194.5253352934099	-1939.0706066939924	-53.79143914035871
1950000	0.3314639231345271	-4663.532822235332	-296.1162705506817	-4367.416551684651	9.938715523880203	19.774398161182447	25.025613867894112	3.4971269847648068	2.132173496454775	1.8160417208431385	1.0	3.0	11.0	1.0	4.0	9.847906819755023	0.6230083338691987	0.5749507047613629	1.802040961369432	0.0036848822269917483	-1235.2005332036524	-1191.9239293220942	-1940.2920891589035	-49.50601894832582
1951000	0.603273665496172	-4666.530224025889	-297.43886903848465	-4369.091354987404	10.966915678659394	34.945455266999296	15.484795885729751	4.527485554845955	4.141460209454543	1.5316504616986133	1.0	4.0	7.0	4.0	4.0	9.847906819755023	0.5494980276581098	0.5643249329958354	1.8861770393460482	0.0036447780280620466	-1236.7048112716338	-1193.9457631513114	-1938.4407805644585	-50.094383434455416
1952000	0.3606956663929338	-4663.055970369413	-296.9992391372949	-4366.056731232118	10.646992972788855	98.61672312589428	47.208104246550675	4.658004296373482	2.930425583543844	1.8394700581605314	1.0	3.0	9.0	2.0	5.0	8.745606895732193	0.5624229674188188	0.5818317668805907	1.855745265700584	0.00329525462381718	-1234.6904425674259	-1195.543235445944	-1935.8230532187483	-47.08719345045507
1953000	0.3606956663929338	-4670.634300841655	-302.96912581590567	-4367.66517502575	10.531933574774419	28.739087977880377	22.80215232472866	8.336621503619785	5.833371047809788	1.5935768082877633	1.0	3.0	4.0	3.0	9.0	9.270211192624108	0.6525439096199848	0.47805585857785265	1.869400231802156	0.003932925527292608	-1235.0191227670537	-1193.5134175099547	-1939.1326347487409	-54.624248513784906
1954000	0.0031319870772586467	-4668.666593447506	-295.3682732645411	-4373.298320182965	8.90708777714851	40.136605516434514	9.70050360041179	11.720937743645148	3.0812582431423117	1.4545364055154129	2.0	1.0	3.0	7.0	7.0	9.270211192624108	0.5688866285770368	0.5086582077473842	1.9224551636755725	0.0038940196240133907	-1234.916282793181	-1194.3905343952622	-1943.991502994521	-47.454574872651804
1955000	0.49534812532011374	-4675.605980718799	-306.93351044109295	-4368.672470277706	12.18116208098753	161.52231343423253	23.626267140414043	4.472288029434913	5.932545198561823	2.6727518209639394	3.0	2.0	2.0	6.0	7.0	7.7653579827570045	0.6078839977729693	0.5600718280114186	1.8320441742156053	0.0028241362088963977	-1233.6927498009882	-1193.9843255179687	-1940.9953949587502	-55.90272794300302
1956000	0.7283522455814191	-4672.603393590765	-304.20246078790564	-4368.40093280286	11.08962282577687	96.73567088939134	26.81193654221614	13.460229098779372	6.891638884992107	2.26589800165449	1.0	3.0	2.0	6.0	8.0	10.756039505691117	0.5256942545393636	0.5310876436992705	1.943218101761359	0.003742345342737761	-1235.924687414265	-1194.9717932705673	-1937.504452118027	-52.9856438865389
1957000	1.2576952859516952	-4676.011021038862	-300.13271195982566	-4375.878309079037	10.321224960789447	111.6202851329594	21.226704619132622	3.793936211538048	3.685531561657472	1.4300444623827695	2.0	5.0	3.0	4.0	6.0	7.59804356320114	0.5426385547028367	0.5220424497232115	1.935318995573945	0.00344748619096127	-1239.7657648741585	-1196.9908278601863	-1939.1217163446922	-50.99468175390607
1958000	0.7236618488452942	-4665.124913151427	-299.0819091464495	-4366.043004004978	10.657043198420174	31.607678207851897	12.38647323364171	2.2498528475108603	3.743633394327801	2.482731450240421	4.0	5.0	2.0	2.0	7.0	8.082058884703654	0.6549235781096172	0.6373931457025521	1.7076832761878238	0.0032971778985613383	-1233.0729558125936	-1192.5259087625009	-1940.4441394298833	-52.27877337979689
1959000	0.17993925075725492	-4671.843914229928	-304.55770316535137	-4367.2862110645765	12.358344175110613	41.461998013267674	5.271787199187997	9.325179868715393	10.119885598495296	1.2863760851031771	4.0	5.0	1.0	2.0	8.0	8.711182100054268	0.46728637722650834	0.6008265336664008	1.931887089107084	0.003320962250445114	-1239.080922435099	-1195.914142895868	-1932.2911457336097	-55.36707512083027
1960000	0.17993925075725492	-4666.81458047582	-304.5232632656233	-4362.291317210196	11.140891396729005	22.795386869969878	24.86320378289942	5.828613551252862	4.9042728803017805	1.2169314243227578	1.0	4.0	3.0	8.0	4.0	8.506385816448937	0.5367225250261617	0.6135533768578791	1.8497240981159522	0.0033839568596582465	-1235.576987922503	-1192.1480546273456	-1934.5662746603477	-56.88985586119914
