# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:14 BST 2015 [seed=1430153533173]
state	age(CHICKEN_HEBEI_326_2005)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
676000	0.5436664510588238	-4666.827607575976	-297.7633843088539	-4369.064223267122	9.032131214946432	93.04767835514927	13.954299965632242	11.76811234104753	2.0364834897641226	0.4876983765768367	1.0	2.0	7.0	6.0	4.0	11.043143058199744	0.6109574550069701	0.5145844234813567	1.8744581215116667	0.00470469803559976	-1232.232740772141	-1193.258362371826	-1943.573120123155	-48.8186021573722
677000	0.6168043267412493	-4663.394414160795	-302.7267997441739	-4360.667614416621	9.897031831963693	260.7272343018545	27.45444671801116	15.533870146894737	3.5601505377101152	0.9674787132399963	1.0	1.0	8.0	5.0	5.0	9.34016241365836	0.5804949341486378	0.5807750847306703	1.8387299811206854	0.0038744888991267853	-1231.2233931659844	-1191.5880841996511	-1937.8561370509856	-50.60962018992321
678000	0.10464828610086996	-4666.639763568695	-298.014027396965	-4368.625736171731	9.89611166916504	27.02258485928154	26.802692569715095	3.7838071643944198	2.5386987480728687	2.14739101454983	1.0	3.0	6.0	7.0	3.0	8.82106086445882	0.5939569589530241	0.5312631093556422	1.8747799316913272	0.004253893396893001	-1235.8054037378517	-1194.1198653092395	-1938.7004671246398	-50.784309446520886
679000	0.10464828610086996	-4662.216433460726	-294.52421198364186	-4367.692221477084	10.74411773265052	22.636503242904073	11.266695806803423	1.692217839769398	2.5615606410801224	0.8765479622017248	2.0	3.0	2.0	9.0	4.0	9.313083198667824	0.4971980401055287	0.5603580712557943	1.942443888638671	0.004042397123312753	-1236.4408780640108	-1193.802976199785	-1937.4483672132883	-49.402805408823546
680000	0.06801052221444359	-4659.572951161712	-290.0128360130951	-4369.560115148617	9.519680194892523	29.95970941791469	1.56598755189425	1.3468885467198082	3.8963254158141627	1.1850682838142708	4.0	1.0	2.0	9.0	4.0	11.216562248020546	0.5544514844959487	0.6054334464469184	1.8401150690571266	0.003641532011375465	-1237.0291753563536	-1194.6001972119911	-1937.930742580273	-44.3215373653191
681000	0.06801052221444359	-4662.946985323286	-294.94494993126654	-4368.002035392019	9.493021697274964	47.235681207042916	7.750084241176001	6.177597017214694	1.92229145019897	0.6901066388563338	5.0	5.0	3.0	4.0	3.0	7.881355424523372	0.6744626046302562	0.568089614588227	1.7574477807815103	0.0042376181606872355	-1235.4917427880782	-1196.0780338461273	-1936.432258757814	-48.7581438188832
682000	0.06801052221444359	-4673.780529520864	-292.3008939143931	-4381.479635606471	8.374711836319774	12.386830949181997	8.312015949731185	7.735105507117667	1.100942505652208	0.4810305695687261	6.0	5.0	3.0	3.0	3.0	8.061606694076662	0.5713978745393806	0.5638514429281006	1.8647506825325126	0.004764799568156743	-1234.9307331190143	-1190.9668748010909	-1955.5820276863653	-48.481479520107875
683000	0.7405151147675194	-4665.8646983329945	-286.17706446540984	-4379.687633867585	8.28019227035085	14.59010552888274	8.880707108367698	2.9028802614217244	2.679521266330415	0.2162956903547734	5.0	2.0	5.0	4.0	4.0	9.401263722715933	0.4509944906360647	0.6626773526357322	1.886328156728197	0.004971973301512711	-1238.7326920353687	-1194.5782796726198	-1946.3766621595955	-42.142468228759284
684000	0.880388705554609	-4656.000101511441	-288.0987596122216	-4367.90134189922	9.146697094870778	26.666089139751044	7.409948394131404	4.858072404994258	0.6078178728501257	0.7260472860701475	4.0	4.0	5.0	6.0	1.0	8.403491100205354	0.5137215923477099	0.5894611266929076	1.8968172809593764	0.004240350960127104	-1234.8323182873978	-1194.0064125143497	-1939.0626110974727	-43.80610896424944
685000	0.4449458257605224	-4669.0379468258825	-295.5334871049108	-4373.504459720972	9.915684150329255	14.866640252570537	3.3526552712382443	0.8124765355608162	1.6595031700329759	1.4482575765189545	8.0	3.0	1.0	2.0	6.0	8.755036264085449	0.607324699453753	0.5894611266929076	1.8032141738533332	0.004767155293290215	-1231.8459352737643	-1198.0667211104353	-1943.5918033367723	-52.815422939232235
686000	0.38461998254183005	-4656.716856530786	-293.39021349352925	-4363.326643037256	9.653448083341464	30.374234791554937	9.390202479697109	5.288687732970778	1.2746815607102824	0.4637580505946097	5.0	5.0	3.0	1.0	6.0	8.517829532158837	0.5621594313217468	0.5629167196436871	1.8749238490345597	0.004011655510774828	-1232.7892999497578	-1192.8693645292485	-1937.6679785582498	-48.53721311971128
687000	0.38461998254183005	-4671.071676925936	-296.8043219928875	-4374.267354933048	9.849006238639241	24.418558900419896	21.14039012346453	5.26835511287361	2.200647848999381	1.1036439408192518	3.0	5.0	3.0	2.0	7.0	7.8692228231978785	0.6400215324489733	0.5633891755280657	1.7965892920229547	0.004551576235990767	-1235.538646156203	-1192.8126877901284	-1945.9160209867164	-50.55633282418674
688000	0.49467545868367746	-4664.542433246492	-298.0559318902275	-4366.486501356264	10.555196621748937	10.906861368824469	9.586823651606238	2.656963659468575	0.7533614641233995	1.748301252663607	9.0	3.0	4.0	1.0	3.0	9.506456030375382	0.5132251685983632	0.6330672763369909	1.8537075550646396	0.003814201118061081	-1235.2067925900283	-1195.7937363670399	-1935.4859723991956	-54.051975095802035
689000	0.8135764082709438	-4668.4017895587895	-299.95323672851185	-4368.448552830278	10.680179918199583	18.67623250497643	5.287208235080282	3.2675844171628037	2.201766436845734	0.7656510140564261	10.0	1.0	1.0	5.0	3.0	8.625896677406729	0.6672304406836447	0.5922273177063625	1.7405422416099865	0.0036436154200488223	-1233.9371957753522	-1192.609014171335	-1941.9023428835908	-56.12417373064655
690000	0.07011196618316995	-4665.60549820611	-296.6490452674109	-4368.956452938699	10.117179036891086	107.22627832080475	19.400816392980666	2.923830334614664	2.5605475063076946	0.8963586920876754	2.0	1.0	8.0	3.0	6.0	7.080639582162504	0.5833564268712308	0.5111591646160566	1.9054844085127063	0.0038319632367515327	-1233.286878424343	-1193.1912790800384	-1942.4782954343168	-48.547401979207145
691000	0.8739428903846975	-4663.068384822497	-292.1498411937109	-4370.918543628786	9.605288265800418	25.303048297057703	5.426454939910932	6.103120960868695	3.538212844557499	0.5293509738913429	3.0	2.0	4.0	4.0	7.0	10.300745904334867	0.5505986883675201	0.5688080458674607	1.880593265765013	0.003463821192623275	-1237.635223130302	-1191.97863384206	-1941.3046866564246	-46.26505360354363
692000	0.19764781417495575	-4670.812179110706	-295.12557359126095	-4375.686605519445	9.097332159916277	32.84262456911743	8.349990725980085	4.4884834713165835	2.868472889988816	1.9764768083637552	4.0	2.0	7.0	1.0	6.0	9.851352240348058	0.65046542405961	0.5991704596550453	1.7503641162853385	0.004170645342871972	-1231.8771805939464	-1188.3947449550146	-1955.4146799704838	-48.79855156513181
693000	0.29001233192177284	-4662.35092238819	-289.1990613421208	-4373.15186104607	9.74138197838482	48.581673110195254	4.163780736871154	2.8271323863305318	2.6638619164309527	0.5490644691769653	3.0	5.0	4.0	2.0	6.0	8.998847057008794	0.6526600878144116	0.5107626111509863	1.8365773010345958	0.004456407781939812	-1239.2891931748252	-1193.435988544553	-1940.426679326691	-43.618445961838354
694000	0.29001233192177284	-4663.934174691281	-295.4973538353354	-4368.436820855946	9.76481635162454	62.48811548497609	8.164804351850602	1.2413187764926983	2.3005004507817732	1.9968340157218047	2.0	8.0	2.0	1.0	7.0	7.756913558185475	0.6072699987978162	0.6510243246366552	1.7417056765655226	0.004176613824409161	-1235.6313384406446	-1194.9283015267486	-1937.8771808885526	-48.767207721223144
695000	0.29001233192177284	-4674.166312242665	-303.5308446572496	-4370.635467585415	10.730003868175991	30.45063741165267	26.154669544406808	8.26520923825276	1.9717071581343502	1.430306373658551	2.0	8.0	3.0	1.0	6.0	8.305220980659627	0.618401587620699	0.5216134793857501	1.8599849329935452	0.003184690131024775	-1236.590114101595	-1196.0626557104881	-1937.9826977733321	-56.1293513602959
696000	0.29001233192177284	-4661.6571321533365	-298.946407121755	-4362.710725031581	11.190607761627298	68.57449790414951	9.86109731160955	4.36579850156679	1.294154515409379	1.950980710800719	1.0	5.0	3.0	1.0	10.0	7.817358391006711	0.599123610471272	0.575890108230114	1.824986281298608	0.003502586999566209	-1233.9896748684455	-1193.9746556566345	-1934.7463945065012	-51.764959573790335
697000	0.4140994693220514	-4667.387785143879	-298.94340236339804	-4368.444382780482	10.575058609013057	98.80550642024131	10.03539167810027	7.305557567640296	6.858812238578359	1.3799700682712908	1.0	3.0	8.0	1.0	7.0	9.20368759645082	0.6527569578277022	0.6399389157615702	1.7073041264107214	0.004089973129616226	-1236.1531631484595	-1196.843239532347	-1935.447980099675	-49.08910283291868
698000	0.09042215418640176	-4659.123674016972	-295.6499001543505	-4363.473773862621	9.507743119285312	17.04572641072249	10.569931508101163	1.7777676661404072	1.809566683875483	1.3168895545465282	5.0	5.0	1.0	2.0	7.0	9.20368759645082	0.6525327950576423	0.5535332404628367	1.793933964479515	0.0034115509994676364	-1230.9249374642168	-1190.0296071011667	-1942.5192292972379	-51.439620040648904
699000	0.8583495028590438	-4663.300259159399	-297.9474314186949	-4365.352827740704	10.103592742545546	52.668747044055564	8.20267400799468	4.672730189470533	7.357262862095516	1.4328173073635746	2.0	4.0	3.0	3.0	8.0	8.650072105814317	0.6726324264796035	0.5535332404628367	1.7738343330575537	0.0041921147086558174	-1238.2907072551475	-1193.6244808889207	-1933.437639596636	-49.46675886231892
700000	0.4639853240336862	-4665.795519390688	-299.58219879351543	-4366.213320597173	10.81695872604016	27.223341774777754	8.767234291307735	6.1096767762196675	2.03219730075651	2.880476139818151	2.0	3.0	4.0	2.0	9.0	10.990950165941282	0.6726324264796035	0.4807246632464566	1.8466429102739337	0.003473587010780978	-1233.92368239581	-1194.6026144950156	-1937.6870237063476	-52.85949128433719
701000	0.47705186549751355	-4669.678898416666	-301.3657661851512	-4368.313132231515	10.91918642762331	18.942960247488312	7.2007938092339865	6.019180742792787	1.718532124976578	1.997382908237281	4.0	2.0	5.0	2.0	7.0	10.096982756876558	0.6682294999219728	0.5201435178573037	1.8116269822207174	0.0033017408265563785	-1233.0278629197203	-1194.821091870388	-1940.4641774414065	-55.93773672558983
702000	1.309083668034935	-4664.162209042165	-297.8041260737797	-4366.358082968385	10.163977357440384	19.99323012426429	5.956581084890999	10.100844483187865	6.178312413149156	0.9966683777242793	4.0	1.0	5.0	3.0	7.0	10.022147789735152	0.6066549512299083	0.5036326323390901	1.8897124164309955	0.003505017758952615	-1236.9205141425532	-1195.1847045667503	-1934.252864259081	-50.56521561048154
703000	1.0826903863040436	-4665.6233492552265	-298.46901511169835	-4367.154334143528	11.239639063958368	36.32235414787035	7.833497165069274	5.768712424724873	0.6711124748321569	0.968445670723828	3.0	6.0	6.0	1.0	4.0	9.176890084234385	0.5508979068142639	0.6160914167223119	1.833010676463418	0.0038097364085579247	-1232.1689746429677	-1194.2879894553505	-1940.6973700452104	-52.88544743167042
704000	0.3139395519046582	-4665.327054100242	-294.60201924910683	-4370.725034851135	9.523978782363082	28.782333216216294	18.342258157182727	3.6563701927851597	1.4571810305361166	0.6110147238355139	3.0	1.0	10.0	4.0	2.0	10.324135709242118	0.6438326654461423	0.6107744842656448	1.7453928502882068	0.0037639960333271357	-1235.1659260107876	-1194.5447404823228	-1941.014368358024	-49.0528585217105
705000	0.036120484058412006	-4670.32769667115	-298.9909167433459	-4371.336779927804	10.235874212138127	129.25344706519815	31.905349570319338	4.885360028049648	1.2887183999785679	0.8076173128438981	1.0	1.0	7.0	4.0	7.0	11.835528055897175	0.6438326654461423	0.6107744842656448	1.7453928502882068	0.004087661584258202	-1238.0431125518555	-1196.3826640212792	-1936.9110033546692	-49.944648150201594
706000	0.13583428342889872	-4661.281010152893	-296.5474210443537	-4364.7335891085395	9.800050254383287	70.07908537126484	18.280927994785184	2.995973209427914	3.6602772541004733	1.1033544452697324	4.0	2.0	1.0	6.0	7.0	7.881961117569771	0.6326193315138386	0.5588758754400153	1.80850479304614	0.004093095762303701	-1237.2652217655934	-1192.5400349828117	-1934.9283323601346	-48.47650084741366
707000	0.0678611167685415	-4662.298380462396	-291.35018023647933	-4370.948200225917	9.13442243887794	58.318933686905446	12.287761123829032	4.379792734658524	3.2220193793731418	0.811163592619788	2.0	5.0	3.0	4.0	6.0	7.264975802059739	0.6263217855591838	0.48374189205986895	1.889936322380941	0.004323218548938111	-1233.7680668175483	-1192.0586839707546	-1945.1214494376143	-44.266592257599946
708000	0.0678611167685415	-4659.867708812401	-294.1760082863844	-4365.691700526017	8.900645551414135	19.78761959009599	2.419642861941186	2.333954573650041	10.781558963821364	0.7696155066020158	5.0	1.0	2.0	3.0	9.0	9.058496207270196	0.588520291851253	0.5767866040649312	1.8346931040838095	0.004148205084376196	-1233.8005866146127	-1191.5624550892946	-1940.3286588221088	-45.85697389466315
709000	0.31094565052587175	-4663.887720111595	-296.3464776010507	-4367.541242510544	10.152434886989656	38.12133326510814	0.8815375470877339	1.4039920390050422	4.070626982456134	1.8956293629727805	5.0	3.0	1.0	1.0	10.0	7.902387219799727	0.5851766610277379	0.5950571802762222	1.8197661586960339	0.0034194283567270485	-1233.9444025637501	-1192.624743080073	-1940.9720968667214	-50.141430743880775
710000	0.48879350249007436	-4666.504311568119	-300.1920198175877	-4366.312291750532	10.93504643991086	38.56957367823428	2.646915376324356	11.313275240580705	3.1185148942670806	0.8569554725982406	5.0	4.0	4.0	2.0	5.0	7.902387219799727	0.4836777179203033	0.4982356210835925	2.018086660996098	0.0035009668070000665	-1235.2147336968053	-1195.276745401722	-1935.820812652004	-51.131479920020794
711000	1.107125166350917	-4668.42596606839	-299.19147661783177	-4369.234489450559	10.593121317428771	31.809518998750296	9.365087470083667	3.984062920167601	1.0283890847069952	2.3908749823134667	3.0	1.0	10.0	4.0	2.0	7.561323103690177	0.5825647284596612	0.4998768501096836	1.917558421430649	0.0033295636902494602	-1233.91240791958	-1192.423969249074	-1942.898112281905	-53.04027791971318
712000	0.6475148843759857	-4668.871101016479	-299.8002637732666	-4369.070837243213	10.541193315208314	23.18024619959308	35.05414013437029	11.673498010351397	1.2113944795955525	0.6778062088761758	1.0	2.0	7.0	8.0	2.0	8.237480967297902	0.6328025734196407	0.46631931980933594	1.9008781067710168	0.003538535708494109	-1230.1677079687481	-1194.5545713471543	-1944.3485579273106	-52.431917984045924
713000	0.3654057593840241	-4656.59144865186	-293.50785154727106	-4363.083597104589	9.928055085072513	59.97606367111483	4.613130374081406	5.3354749814795355	1.0993222386666006	0.48103456014648494	3.0	4.0	7.0	2.0	4.0	9.909722226542703	0.5682843699281771	0.6093370596810569	1.8223785703907593	0.004058175371377454	-1233.0235814101982	-1192.2921747617027	-1937.7678409326886	-47.59284181433898
714000	0.3010429280362493	-4659.201682550837	-295.1261815225385	-4364.075501028298	9.888808438388637	25.55333869150497	23.006178042527928	6.223835100668858	0.38722452704314664	0.7131673497450246	1.0	2.0	10.0	3.0	4.0	9.192550118332447	0.596628962576601	0.5449620385379218	1.8584089988854704	0.0040835926915731985	-1235.110795888237	-1193.4569224854306	-1935.507782654631	-49.07753811810363
715000	0.7248085758403209	-4667.460188957624	-298.33143634716214	-4369.1287526104625	9.499981389678274	19.817523141384676	26.623874874477472	6.301822029147865	3.6031587521013204	1.0760005707337423	2.0	1.0	7.0	3.0	7.0	6.711608927777595	0.6296710954391158	0.6323596024796164	1.737969302081261	0.0036788255570244666	-1232.179573102818	-1192.1112498249197	-1944.8379296827245	-51.34095622077964
716000	0.3500895870080991	-4663.383955051876	-295.77297887194254	-4367.6109761799335	9.922340089495997	121.0992881083298	25.552257996169946	5.0289191837306175	3.2055354450567517	1.2932772912257275	1.0	1.0	10.0	2.0	6.0	9.675576827510262	0.5674730819538963	0.6989512659998265	1.7335756520462706	0.0035936068479111884	-1233.4548362281855	-1195.987127377105	-1938.169012574643	-46.1821499126651
717000	0.7552425511240863	-4677.827751358718	-311.106682510615	-4366.721068848104	11.146350023380379	235.36940679198202	124.22662519476233	11.001550028068694	4.941339510014137	2.3697723273636604	3.0	1.0	8.0	2.0	6.0	9.706744307636137	0.5997852017731619	0.6194096461048139	1.7808051521220178	0.003608163504015757	-1235.4952216232418	-1199.2115682785054	-1932.014278946356	-57.290174740025385
718000	0.12036508837052756	-4667.840857962892	-299.8022560066789	-4368.038601956213	10.34737283103476	149.25992959251533	5.731410892180046	8.666267923569915	0.41538943061845224	1.2326911750870222	2.0	1.0	10.0	1.0	6.0	12.951674195991442	0.6193291609372774	0.6259683010071175	1.7547025380555987	0.004142926390636853	-1234.6988007136479	-1194.949935616808	-1938.389865625757	-49.378330481463614
719000	0.17887843538603365	-4669.032418128822	-304.5784034670827	-4364.45401466174	10.15219697076018	195.39480174860057	7.3558243514882005	8.223178933159273	14.516270837210152	2.491084348658753	1.0	2.0	8.0	2.0	7.0	9.770842073792304	0.6126784882666477	0.6362182884001463	1.7511032233331996	0.004026357499764034	-1232.324362300919	-1195.2849629727884	-1936.8446893880325	-51.62027450480755
720000	0.17887843538603365	-4669.046826832159	-300.089803641554	-4368.9570231906055	9.980567098819513	58.640680710898906	10.210839657770745	3.334760326551548	3.9137634472105445	2.5882724541959314	2.0	4.0	5.0	2.0	7.0	8.524632701516794	0.6395863593598072	0.45879749113323554	1.901616149506951	0.0038559569590629612	-1236.9978438244186	-1194.3105437492402	-1937.6486356169462	-52.31745888552004
