# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:43 BST 2015 [seed=1430153561777]
state	age(CK_HK_WF157_2003)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
1100000	2.2284383413537157	-4659.679196077715	-278.10475393226614	-4381.574442145448	8.174711326167099	8.746441434080317	3.2851623650998527	1.4642959241300013	0.6256314630738337	0.3327762087631795	6.0	6.0	3.0	4.0	1.0	9.29812412582778	0.6234436533879983	0.4776750866631573	1.8988812599488372	0.005900627906831086	-1243.457602748823	-1194.920580822975	-1943.19625857365	-38.396849207599686
1101000	0.8155495936100325	-4655.395543733714	-283.6040988058779	-4371.791444927836	8.41674189046112	6.696753573457023	1.7217250175046352	0.4438534142361967	0.6573804227356416	0.8611773471430374	7.0	7.0	1.0	4.0	1.0	9.29812412582778	0.5889581840156924	0.6530888703313297	1.7579529456529706	0.004972402126167371	-1231.5879392394322	-1192.5908829795414	-1947.612622708862	-44.694974296568724
1102000	1.5601844928630269	-4660.186028265646	-280.4135886178063	-4379.77243964784	8.342098922902144	12.846594388313731	3.1423176071975485	0.8611358986652634	0.7475814714243934	1.0793326535613323	7.0	5.0	6.0	1.0	1.0	5.838583615311815	0.5170476531127646	0.5517415527754163	1.931210794111812	0.00556500874186692	-1236.1774048190084	-1194.3693237035811	-1949.2257111252504	-39.749339848715884
1103000	0.48797544855779673	-4655.559534978179	-278.3915505769222	-4377.167984401257	8.396245068480383	5.930047665349776	1.9462640351803024	0.4562962011139908	0.8390581457051677	0.4268936233082489	10.0	3.0	1.0	3.0	3.0	8.894789315493043	0.5726957376540509	0.5823706959056978	1.8449335664402442	0.006265095527461097	-1234.4254653178955	-1197.2804883189474	-1945.4620307644138	-39.77141436318802
1104000	1.2955033594430434	-4655.030108604743	-284.08870007264767	-4370.941408532095	8.377306103734433	6.746791972425954	9.781170766744761	0.7839979849712868	1.1926975618048106	0.8481352916810694	5.0	3.0	6.0	2.0	4.0	10.028528759281008	0.6594057399363885	0.5816090748618845	1.7589851852017198	0.00567271927056378	-1235.5045419191797	-1195.869225002814	-1939.5676416101016	-41.73098092831988
1105000	0.765794618742397	-4664.179848169886	-291.44850614440253	-4372.731342025483	8.941347135694421	53.36953448778239	13.530862102259094	2.4763245789782835	1.2289568745899988	0.5578851399261041	4.0	3.0	5.0	6.0	2.0	10.216876397995899	0.7439865119458848	0.4819116302934827	1.7741018577606256	0.004938224247884491	-1238.0916833979018	-1197.7590628644703	-1936.8805957631116	-45.8067840654191
1106000	1.0059533100761886	-4658.861449669183	-292.9123580377583	-4365.949091631424	9.481458639166636	22.612392889735403	13.2021972109881	6.225410685539827	3.560646971149936	0.70531041930868	1.0	3.0	4.0	6.0	6.0	9.256889248853627	0.6332276625933693	0.4764329056723819	1.890339431734242	0.004422030997807188	-1232.9281509095358	-1192.1818185349366	-1940.8391221869515	-46.68708946145416
1107000	1.7271766471379495	-4668.02886187053	-299.0433049623722	-4368.985556908157	9.562297073038058	165.83516624118676	14.018054675304732	9.82574269498885	3.968227343005632	0.9676403355502647	1.0	1.0	4.0	10.0	4.0	9.033117314433602	0.6169626143234915	0.588142913060897	1.7948944726156044	0.004257187349428877	-1235.3450279048102	-1191.583888795603	-1942.0566402077445	-48.62506597992223
1108000	0.15659577591446783	-4667.4179724139385	-300.75370557003856	-4366.6642668439	10.03790515307545	23.935119160597438	37.45404472430449	20.954156732375168	7.853718455153971	0.9380271853276166	1.0	1.0	1.0	9.0	8.0	8.871384178490068	0.5518160152141276	0.5963829142144799	1.8518010705713854	0.003591922030631947	-1233.1384456971941	-1191.5867353138256	-1941.93908583288	-50.616712258350375
1109000	2.375987958825494	-4663.153371082011	-295.1245455085697	-4368.028825573441	9.977236949288955	47.785942417920225	8.807576517041392	3.1143983740470698	5.132579673016687	2.0892950731413737	1.0	1.0	4.0	6.0	8.0	6.945611657130862	0.5654669467093102	0.5836211782931285	1.850911874997554	0.003558025299075672	-1235.0216096014644	-1191.3385189269848	-1941.6686970449914	-47.654207134606764
1110000	2.2488222091201298	-4666.118488314807	-300.2532705333764	-4365.865217781431	10.137606929960839	98.04863045511314	12.238484338605788	10.423120166356123	2.500116097284051	0.9436108388431529	1.0	4.0	8.0	4.0	3.0	12.265457252856049	0.5590427480523218	0.6923918108385562	1.7485654411091147	0.0032599886883144143	-1233.9193354470408	-1192.2034856674995	-1939.742396666891	-50.95832059454461
1111000	2.0236966523092557	-4665.147528338228	-301.93913300309464	-4363.208395335133	11.22454926458045	38.395856729069166	12.284762685729792	5.341546156500773	3.7065173218333345	3.6756044965577366	1.0	6.0	5.0	4.0	4.0	11.363950885725123	0.6035362738633613	0.6882935740666053	1.708170152070026	0.0033869114044937634	-1233.876719404246	-1195.5896784595957	-1933.7419974712911	-54.01998666504626
1112000	2.10746406617858	-4667.8751389850495	-300.33714893374247	-4367.537990051307	10.59304981722247	90.02386773102822	11.668466653649697	8.37818376333631	3.298762340498162	1.696302255849497	1.0	6.0	3.0	7.0	3.0	11.363950885725123	0.6840122891785217	0.530897030611779	1.7850906802096922	0.0035132684772715018	-1237.6320133952004	-1194.0588215163637	-1935.8471551397438	-51.11638452460559
1113000	1.906719935541056	-4661.503914878878	-295.75970609164733	-4365.744208787231	10.188897239135658	160.01655447929613	8.20915169874762	3.2180328231430293	3.4844071705817625	1.7254237449378507	1.0	5.0	3.0	7.0	4.0	8.351629162992678	0.6460794200522553	0.5420866888814558	1.8118338910662817	0.003910217669479018	-1237.1661974642225	-1197.5378792744357	-1931.040132048573	-46.68460060722292
1114000	3.1482694580392026	-4664.523719107083	-297.75648852733696	-4366.767230579746	11.00464040318768	142.35896899334142	5.313316109634528	5.580866596572967	9.74186583910744	1.13667446589655	1.0	1.0	6.0	4.0	8.0	7.859384611128291	0.5659373129394866	0.40750898959072734	2.026553697469779	0.0035164158588744943	-1233.3148140478797	-1196.6371992067805	-1936.8152173250853	-46.90363399383446
1115000	2.544702738480222	-4661.132775912502	-296.5953775478126	-4364.53739836469	10.699795711857998	54.85740041338178	12.411187025078467	5.559739669131863	1.5949398809068487	1.8521707040778275	1.0	3.0	11.0	1.0	4.0	9.888468247012728	0.5567231281099961	0.6465582145139763	1.7967186573760205	0.003519806666519736	-1235.3353551407995	-1191.4740474025405	-1937.727995821349	-49.212680282896656
1116000	2.638121066526459	-4659.818460655403	-296.57728790669205	-4363.2411727487115	11.036767375148033	37.86665924936671	8.781002558475206	7.040311694230242	1.6543835183241116	0.8097470698145125	2.0	2.0	9.0	2.0	5.0	7.227182232732849	0.6382203835473261	0.5278373202381114	1.8339422962145555	0.0033000667730738614	-1233.687622903854	-1191.7443326639427	-1937.8092171809149	-50.68701414079719
1117000	1.723400808794425	-4665.922200865565	-299.24024194087934	-4366.681958924686	9.80969739095086	22.34197506920267	14.333158252718656	12.802545235325535	2.708107906221765	2.5951999857565404	2.0	1.0	8.0	3.0	6.0	7.8000659296773565	0.6927323442561977	0.5384689501547354	1.76879870558906	0.004234340020272416	-1235.2431220583812	-1190.7846757763193	-1940.6541610899853	-51.80161321726849
1118000	2.2034244766016595	-4660.1720456166795	-297.0161191969268	-4363.155926419753	9.413934609690854	14.15680985581272	10.358539129537006	16.827722394445324	3.250955452083466	1.0444582529886468	1.0	6.0	4.0	2.0	7.0	7.3095564904626436	0.6266117164682733	0.6020444429872144	1.7713438405445054	0.0038208044790471627	-1232.1347570274331	-1191.834166317073	-1939.187003075247	-50.25755345264383
1119000	2.1099188004158917	-4663.615811171151	-291.34364755652246	-4372.272163614629	8.725666744641993	26.472186654209857	8.390495413949237	1.951078032964587	0.9144533795401794	0.609245254187116	4.0	8.0	1.0	2.0	5.0	9.062975331277478	0.5412215186831155	0.697868109131704	1.7609103721851738	0.004077770416514621	-1237.0700550698048	-1192.689212119904	-1942.5128964249197	-47.9382781136826
1120000	1.605931381108963	-4664.758300496727	-296.7457938224694	-4368.012506674258	9.505737189610421	38.996160904423334	7.2374027281713635	1.6096984754040382	1.1264499885296821	1.2513400807464006	6.0	9.0	2.0	1.0	2.0	9.062975331277478	0.7641640323474048	0.5284683153045798	1.7073676523480086	0.0037400609727208907	-1233.1783779159982	-1193.1771314568052	-1941.6569973014539	-52.16311379831698
1121000	1.074082110898014	-4657.316274712777	-294.28630581120115	-4363.029968901576	9.394780882675201	36.457293435198295	5.098755133775561	4.2327157369454955	0.8500285688953501	0.989204341001843	3.0	5.0	6.0	4.0	2.0	10.542586268045037	0.6070794321858625	0.5375155294637135	1.855405038350417	0.003908436589229428	-1233.7912060615502	-1191.9374849103467	-1937.3012779296787	-49.23617905296894
1122000	3.0858748999362104	-4665.292136546318	-298.3962604999086	-4366.895876046409	9.799351124748346	31.336418765136987	17.055470135087596	5.792991243062129	2.165898556000172	1.9402914049646416	1.0	3.0	7.0	7.0	2.0	8.774085034900386	0.6641759211305303	0.5866801940228702	1.7491438848465928	0.0035447011606375744	-1232.604576696605	-1189.9054471793122	-1944.3858521704924	-51.55678659775888
1123000	2.0150074367666866	-4665.70703894318	-299.4232441426075	-4366.283794800573	10.645600104995603	31.6951359076838	13.488227864119711	4.555919947539784	3.2070475553308917	2.126220034193654	2.0	2.0	10.0	4.0	2.0	7.415367957191215	0.6049126300256599	0.7001302810335609	1.6949570889407723	0.0034244268959803858	-1236.0047830313385	-1194.7236574883113	-1935.5553542809225	-52.83501336096066
1124000	1.2783306297893517	-4660.88989436727	-293.7256840229643	-4367.164210344306	10.336781883317004	37.51083297934792	15.820568204274041	2.652757586619761	1.3152468358058296	1.5267172988208402	3.0	2.0	8.0	6.0	1.0	8.74679877121119	0.6053089196762725	0.6066895240360296	1.7880015562876912	0.0039024325731050477	-1233.9663531369913	-1192.877129696054	-1940.320727511261	-47.792267233040405
1125000	1.480249540284618	-4668.203488264654	-298.1406387980889	-4370.062849466565	10.517677843837266	79.55487743178591	13.312009250317086	4.9394213475157915	1.32301920734966	1.022308236694133	2.0	7.0	5.0	3.0	3.0	8.74679877121119	0.5944364650174953	0.6033045748824342	1.8022589601000638	0.0034398551187237816	-1236.770403441605	-1191.475513383942	-1941.8169326410189	-50.91577767763941
1126000	1.94899111245436	-4664.360639816373	-300.5773124195513	-4363.783327396822	10.594926695666157	37.896252347898084	8.243493581037665	4.451105230620104	4.331171232130262	0.8261052386592486	4.0	1.0	7.0	6.0	2.0	9.17664117432671	0.583167337285296	0.5641475763832243	1.852685086331473	0.003493797541563723	-1232.9655968035204	-1191.3054841285607	-1939.5122464647404	-53.84275100612983
1127000	2.981874177717371	-4663.2037746123115	-299.53085418609544	-4363.672920426216	11.048042934367789	49.62899884106277	8.963944155125693	5.060702327188715	1.3305900704743596	2.370869795891173	2.0	4.0	8.0	1.0	5.0	8.009318670932055	0.5749543112756964	0.610299158065132	1.8147465306591648	0.00335834131428269	-1231.6893336585815	-1190.9735918868485	-1941.0099948807858	-52.49232504477507
1128000	3.6614018742423147	-4667.340083773424	-299.07258513142693	-4368.267498641997	11.146223426455604	78.30134174786639	6.736529843706079	13.152247269504464	2.7881245860074046	1.1891742305068305	1.0	2.0	8.0	4.0	5.0	8.009318670932055	0.6265649980696256	0.5649790129583752	1.8084559889719927	0.0036680738559491093	-1236.2263287359658	-1190.9774023539462	-1941.0637675520845	-49.82592084051303
1129000	2.6276710363318614	-4665.993824444841	-299.97344791295683	-4366.020376531885	11.11890743979265	120.48318356590732	40.82273759485096	6.27569438519258	1.0867438434559356	2.40782955086093	1.0	1.0	12.0	4.0	2.0	8.426812423110231	0.5993321908587309	0.5841433273739914	1.8165244817672712	0.0034743838524838875	-1231.692864475412	-1193.69083481241	-1940.6366772440622	-49.49003100610801
1130000	3.3177570764614384	-4669.737702849025	-303.4344507559257	-4366.303252093099	10.968777468325975	40.79045060125845	74.86833764020155	4.591440927075537	2.0781131816805463	1.2005303601623465	1.0	2.0	11.0	1.0	5.0	8.487038467112932	0.4923353178605279	0.6660131101591702	1.8416515719802957	0.003541265803238435	-1233.9556192528698	-1194.3463865119543	-1938.0012463282756	-54.12204728178662
1131000	3.141562557054529	-4669.642743531286	-305.49616757964344	-4364.146575951643	11.3297895143527	98.46835903794964	4.156711212064017	6.925472703825376	2.789886779307115	3.5911281812326683	2.0	1.0	10.0	2.0	5.0	10.765220074948274	0.6164100250170464	0.6253470114372307	1.7582429635457166	0.0030302402947459117	-1231.9858799581555	-1189.126002697896	-1943.034693295592	-55.89758852837708
1132000	1.9015534726532497	-4660.492234267933	-300.15340184130633	-4360.338832426626	10.436506114816138	17.08669246720713	33.007329547190594	23.58452498698635	2.225690724416349	0.7586986090661199	3.0	1.0	6.0	3.0	7.0	8.611741066125038	0.6827477160058946	0.5402569759352964	1.7769953080588028	0.003743771298284156	-1230.7713893322564	-1192.6461625471925	-1936.921280547177	-51.5262449008287
1133000	1.5812671642417442	-4669.3545801989685	-301.75784552319897	-4367.59673467577	10.091634700552763	33.10035926547533	30.879605196187445	18.82842986322968	2.7114520793281387	0.8617545097539075	1.0	3.0	6.0	4.0	6.0	10.474493685082837	0.5841536934558494	0.6388509984853415	1.7769953080588028	0.0034477240844630187	-1230.9076386489323	-1191.1530887347865	-1945.5360072920516	-52.78388271192252
1134000	1.7960669544304544	-4670.428733500495	-304.24928982967594	-4366.179443670819	10.599461480803281	47.04901165284102	15.4359945267955	3.8058648174076617	9.791927934784628	1.3095486333562154	2.0	1.0	4.0	5.0	8.0	10.474493685082837	0.5841536934558494	0.5325050551655132	1.8833412513786312	0.003168277958779055	-1233.2981819583715	-1190.856946535695	-1942.0243151767522	-54.3034230508061
1135000	2.1895106360356484	-4679.223567624202	-311.7480287433491	-4367.475538880853	12.296104346321206	198.59898103013094	75.9365862664128	7.809276923151534	3.1792523233931616	2.785719350108184	2.0	1.0	7.0	9.0	1.0	11.555326259926295	0.5841536934558494	0.5325050551655132	1.8833412513786312	0.003059167025473455	-1238.0565151298567	-1191.3250664622328	-1938.0939572887628	-59.14940919219474
1136000	2.9072000144117514	-4666.549732617932	-301.50943063637715	-4365.040301981555	11.244889324857693	77.93684923746613	14.144298048042028	6.546754945205086	1.2042427728915255	1.4868106498962035	2.0	1.0	9.0	7.0	1.0	7.94800165092266	0.6030211480008695	0.5706407818959274	1.8263380701031968	0.0033331902899846207	-1231.9224537800742	-1188.0577404524472	-1945.0601077490342	-53.689143614202706
1137000	2.043955194983441	-4665.244114093898	-299.52466727344654	-4365.719446820452	10.778487328249652	88.61874052658267	18.663481609303357	6.006034839187832	1.0316341606179162	1.5186702468202726	1.0	4.0	8.0	5.0	2.0	11.585072910708288	0.6159321831470667	0.7123811931892615	1.6716866236636658	0.0031098784856918933	-1231.846198847644	-1191.8152462405076	-1942.0580017323	-50.92099735832505
1138000	3.0335064512402568	-4673.4535174903285	-301.37265998364046	-4372.080857506688	10.307175047465226	173.60084797770637	27.351541487031728	4.14448123793479	1.5561041582736064	1.2947559088971994	1.0	4.0	9.0	3.0	3.0	10.613808593149521	0.6258013712712093	0.5218185540267545	1.8523800747020303	0.003512499983276762	-1236.5301308300002	-1195.0138363173453	-1940.5368903593424	-51.74914716424167
1139000	3.429118474845348	-4674.096515905379	-299.59629342109446	-4374.500222484285	11.459081622435447	29.531715713442246	18.054096338659242	7.350913108379021	1.6923177627281978	0.8431886488078005	4.0	1.0	7.0	3.0	5.0	12.336773636680848	0.762075414615042	0.5212899491211749	1.716634636263777	0.003791143668139045	-1239.8155601255771	-1196.878239035409	-1937.8064233232988	-52.89300382563988
1140000	3.0263543004246642	-4669.622328077929	-301.7695749664856	-4367.852753111443	11.356914989494948	28.921714193510702	7.3025858914383805	2.865934455070094	0.7534609198526739	1.9811524696740266	5.0	4.0	8.0	2.0	1.0	8.571049319954573	0.6587668533691521	0.5792346850217865	1.7619984616090556	0.0035765668542731823	-1235.411143045727	-1194.4902744354745	-1937.9513356302418	-56.338190208590476
1141000	2.2327428918330288	-4662.897799787269	-296.88474459300966	-4366.013055194259	10.41206279456963	13.407270180326966	7.620065799491465	1.2441250426487476	1.3877246534234526	1.6927933734706269	10.0	3.0	4.0	1.0	2.0	7.767090272378542	0.7057696237249417	0.6065271248115115	1.6877032514635413	0.0036773324169232604	-1236.1309878159036	-1193.1811662032958	-1936.7009011750597	-53.7409837016432
1142000	2.3852364948204237	-4668.538027128642	-301.0653657769035	-4367.472661351739	9.946318682969695	27.253669918506368	3.8853899230687503	1.4423713401044551	1.7562466819227258	3.8154810998108823	9.0	5.0	2.0	3.0	1.0	9.49654346929157	0.5462371147193155	0.6293621714428385	1.8244007138378402	0.0041293044616327705	-1230.437360952719	-1191.9946020032432	-1945.0406983957764	-55.754937302460924
1143000	1.0452856019706172	-4663.821122396561	-301.504805258464	-4362.316317138097	10.450401513875455	23.684238020767495	15.501502646179327	2.0935029968174734	1.1359151632966453	2.337457997466656	4.0	8.0	4.0	1.0	3.0	8.147516786643399	0.6030186751751914	0.6116074102484177	1.785373914576385	0.0034346188621929325	-1231.2624824540667	-1190.4499913122204	-1940.6038433718093	-55.82182434483753
1144000	2.6564891682706313	-4665.222438915775	-298.9050143949182	-4366.317424520857	10.589444659862602	19.275596801487573	8.660614235247001	1.8742194182703185	2.6023076425639076	0.6579270334046645	2.0	8.0	3.0	3.0	4.0	9.878472248455111	0.6720822604070369	0.640098095451628	1.6878196441413293	0.003377625347445512	-1233.6664120625346	-1189.5678561999412	-1943.0831562583805	-54.388079225177215
1145000	2.6564891682706313	-4660.3776389722125	-298.95574572729015	-4361.421893244922	10.332801639325552	52.52222733931073	10.614623075418404	0.43519771627809767	0.986861851185576	1.9278958155097285	3.0	10.0	1.0	1.0	5.0	10.466494756032741	0.6160526336438832	0.702202325063294	1.6817450412928168	0.003551543585952396	-1233.1007192314971	-1191.6262823937348	-1936.6948916196898	-52.445254975084325
1146000	2.3839813285151514	-4664.984201359852	-298.29788510934833	-4366.686316250503	10.24214975950955	22.288377597439183	4.0166452063574045	2.6201960028683664	1.7700730648251435	1.5827403927276225	4.0	11.0	1.0	2.0	2.0	8.734163804608206	0.7267815025997311	0.5168281171338402	1.7563903802664227	0.0034325489286660075	-1234.0191368510357	-1192.850280523573	-1939.8168988758941	-54.33702235136212
1147000	2.3539203568838083	-4655.440637695606	-294.2531768088296	-4361.1874608867765	9.764997349090521	24.088965070808737	6.010653678615513	0.503295155729595	1.0959553921582745	2.068103345700841	4.0	10.0	1.0	4.0	1.0	8.734163804608206	0.5939101986743549	0.5744210223668647	1.8316687789587747	0.003825647155380912	-1233.2919184898965	-1192.398023755384	-1935.497518641496	-49.86749087509484
1148000	2.3539203568838083	-4663.40699623144	-301.9785425769584	-4361.428453654481	10.297192073816165	19.96253167640253	4.917293686558964	22.496273211879277	3.104545805717482	1.449554939414233	4.0	3.0	3.0	5.0	5.0	9.8048258119644	0.5705815626093326	0.6047370489700797	1.8246813884205817	0.003965709831489411	-1231.1304551271373	-1190.870681500761	-1939.4273170265824	-52.184296705215296
1149000	2.761876708377521	-4667.600202376298	-301.1841965794056	-4366.416005796892	9.851315936983722	62.882535478443714	13.452880828462579	18.76525147840914	3.6982528252825255	0.8677954345210196	2.0	2.0	4.0	8.0	4.0	9.01828164467437	0.5521270111397086	0.5298200960860563	1.918052892774229	0.004060461751675137	-1234.137563345709	-1191.8792207563167	-1940.3992216948664	-51.56428207677422
1150000	2.472418667047431	-4661.031402920418	-292.74996119145374	-4368.281441728965	9.394935976935889	44.843944854360934	6.176654465837584	4.4646195050720525	2.940055408728922	0.8402232495011216	3.0	4.0	2.0	3.0	8.0	9.01828164467437	0.6292984651220409	0.6109956408067153	1.7597058940712378	0.004233102160379788	-1235.700705556898	-1194.1065651780002	-1938.474170994066	-46.485565450285755
1151000	2.442274675495879	-4662.335544620874	-295.03985577382934	-4367.295688847045	9.92488851891045	71.24611959406408	4.79313297145398	3.524215207787293	4.403972115907869	1.894487939809152	3.0	3.0	1.0	6.0	7.0	9.992750091479328	0.5852968420759286	0.595134964613508	1.8195681933105574	0.0037939841692474375	-1236.269004309986	-1189.2605950353745	-1941.7660895016852	-47.15550879851786
1152000	1.4094292187905055	-4659.332489046204	-292.13348703717827	-4367.199002009025	9.492114598589106	70.58757513060083	11.726133218626321	2.4079332299951104	1.9405664342313975	1.0926407310838935	1.0	3.0	6.0	4.0	6.0	7.6728920799959095	0.6096850813520435	0.5121646502490304	1.8781502683989202	0.0042280327274067525	-1235.238301982551	-1191.4609480569052	-1940.499751969569	-45.57957992799985
1153000	0.39696323106175413	-4671.511112486457	-301.08757962685803	-4370.423532859599	10.731390397142468	88.32434562936491	5.92848055269755	4.400321275529741	2.0707811823544606	1.555494747822671	2.0	3.0	8.0	4.0	3.0	12.637717358916275	0.6535258161092704	0.6378133869924835	1.7086607968982404	0.003323583619860847	-1231.8553280007452	-1196.1925495676396	-1942.375655291214	-53.30986461684475
1154000	2.554725353637262	-4669.672935152226	-298.9233224260711	-4370.749612726155	11.214255680094075	42.54503105653143	9.795467035199849	3.6589096164263655	3.2485108112932837	2.2641069005956496	2.0	3.0	9.0	3.0	3.0	11.422699021102078	0.6349652160087379	0.5078157045540745	1.8572190794371817	0.0038793158931084005	-1238.9388647673763	-1197.280000045531	-1934.5307479132468	-51.78223094857783
1155000	0.582192080486835	-4669.122472850921	-295.3841989322055	-4373.738273918716	10.627983823228318	29.715241749249756	9.109239583738221	4.83590172705156	0.6399678551471474	1.6622394658907478	4.0	4.0	5.0	3.0	4.0	9.940060259530487	0.4695906541024767	0.6080396631745771	1.9223696827229402	0.0036372449402855144	-1242.2304349326175	-1198.5452737589344	-1932.9625652271648	-49.13963054567232
1156000	2.352898015042479	-4659.347693795151	-292.05120283723136	-4367.29649095792	9.925506662096797	26.538625492261595	3.1405426713091438	3.1785709194013427	1.7148234300989735	1.9957633686293976	5.0	3.0	5.0	2.0	5.0	8.296685550399983	0.6481361831479242	0.6000349111309456	1.7518289057211243	0.004055886796038435	-1238.2221530319418	-1195.1609972048611	-1933.9133407211168	-47.44572481728101
1157000	2.3435246987350897	-4665.132001370173	-292.8590798925584	-4372.2729214776155	10.061145622636921	17.84096833370707	10.133004428250127	2.662935830771407	4.335310431188826	0.9869036468258263	5.0	1.0	3.0	5.0	6.0	6.2247599592622915	0.5633246686438218	0.5868263672038396	1.8498489641523326	0.003374346809246542	-1237.2991568168727	-1193.9188170897776	-1941.0549475709654	-47.56059742419853
1158000	1.810030844367982	-4662.421028634041	-295.45864553561046	-4366.962383098431	9.46541609189059	38.78038516791681	68.1641317797059	5.164818329254281	3.1158130780261897	1.5748655437166446	1.0	3.0	6.0	1.0	9.0	8.821470484502674	0.5847798386623912	0.6107765205503318	1.8044436407872708	0.0039064855768821795	-1234.0174120341933	-1193.7910033772334	-1939.1539676870038	-45.76465420812994
1159000	1.5546219766262688	-4667.34647823172	-303.4178689597795	-4363.92860927194	9.394216547399425	67.25800789229304	43.62245733726928	16.021208686604968	5.228331669607911	1.3987351747689596	4.0	1.0	5.0	1.0	9.0	8.624601421116344	0.5847798386623912	0.5017261216352366	1.913494039702366	0.004135672635092941	-1232.8631480485967	-1192.9389251082575	-1938.1265361150863	-52.77436935279948
1160000	1.487044223408759	-4665.572164330552	-297.7558021675747	-4367.816362162977	10.189808316415998	74.35321979626426	2.1439527856743648	8.221417876259043	4.088876976763288	1.419272135811299	1.0	1.0	6.0	3.0	9.0	9.710385383652696	0.6475463558293219	0.5340606554069945	1.8183929887636774	0.004091808579640978	-1234.4187419311925	-1193.5894857424723	-1939.8081344893124	-47.62079287601055
1161000	1.8025211039158417	-4661.77213233723	-295.7384983094867	-4366.033634027743	9.495830882197025	24.05627596251009	1.5929374196745543	2.998109667622613	5.221311954868542	3.1781181875332254	1.0	1.0	2.0	3.0	13.0	8.626032869008435	0.6702096850806395	0.5668919955471408	1.7628983193722136	0.004039767551577593	-1236.2634897036498	-1191.66462314296	-1938.105521181133	-49.4495418557957
1162000	2.447076685741634	-4672.376716160548	-308.76868476566017	-4363.608031394888	9.197479614026852	252.05833151431762	46.10153916014444	14.400488578066506	31.945710924989584	4.526505108464601	1.0	1.0	2.0	2.0	14.0	8.935116227130312	0.5912749243271956	0.5581469855880745	1.8505780900847237	0.004668245809105052	-1234.4607352008202	-1193.0543024722465	-1936.092993721821	-52.44338341306283
1163000	2.4753969967797445	-4674.71601445986	-301.7326337841122	-4372.983380675748	8.359682646154393	262.75313227176747	172.53375702547166	24.995846788414344	5.115355465441784	1.9273324650426054	1.0	1.0	1.0	4.0	13.0	9.940081920768487	0.6337490548061736	0.5753213341365389	1.7909296110572812	0.005412880614478342	-1239.8442252287932	-1192.2487419932108	-1940.890413453744	-46.65063439391509
1164000	2.325399233847693	-4655.918792085963	-288.76339206497533	-4367.155400020988	8.874004094287576	22.02617251028648	2.941104765926253	3.5277424770883647	1.7683074496183617	2.879239158373056	2.0	1.0	4.0	2.0	11.0	9.940081920768487	0.6342097828262165	0.6470393602806913	1.7187508568930858	0.005101030031160533	-1237.6580954842316	-1193.829790925809	-1935.6675136109473	-43.65188570037406
1165000	0.8288963248940757	-4660.403651226231	-293.1347933814669	-4367.268857844764	9.546863851681572	20.477697593063212	17.313323175864834	6.053100290685651	6.35919432508086	0.8669452796126114	1.0	2.0	5.0	3.0	9.0	9.940081920768487	0.612599457162139	0.4692329933162116	1.918167549521643	0.004817166356757077	-1232.8985261694368	-1195.6121255141695	-1938.7582061611577	-45.657096810392865
1166000	1.8308547315508932	-4667.08158157979	-296.87950521825246	-4370.202076361537	9.154868682596657	17.72416001856212	29.7619013653046	12.548604633797666	6.022408789606621	1.9366811059988709	3.0	3.0	1.0	3.0	10.0	9.940081920768487	0.6345756210727793	0.5866164270993163	1.7788079518278983	0.00493148053405802	-1235.1356858256302	-1194.3718529153489	-1940.6945376205583	-47.95392719378437
1167000	2.1049699203784695	-4662.10431325448	-291.28484488394156	-4370.819468370539	8.758512815799639	41.17636235907504	6.362145320055709	3.700404635771877	2.6161426752376586	0.792867077854568	2.0	1.0	1.0	7.0	9.0	9.071778183942808	0.7818318812710155	0.4984822234547609	1.7196858952742176	0.004932059020461064	-1237.519719553798	-1190.4543569769428	-1942.845391839798	-45.518736208784055
1168000	0.6660902723578879	-4666.791053179406	-295.595337864596	-4371.19571531481	8.814673286288368	26.85421242707624	30.54365030810924	12.286945684660331	2.7900167478697906	2.285273182056668	1.0	1.0	3.0	4.0	11.0	9.215045793551848	0.6722486404158872	0.5478714899115192	1.7798798696725875	0.004640045585529058	-1236.420768165866	-1192.8540722699927	-1941.9208748789504	-46.995580145767306
1169000	1.6811090176898844	-4655.721839711104	-292.2928211977587	-4363.429018513345	8.866173686841597	31.843603979515425	16.628829659403983	4.20029784408081	3.8473766755523595	0.675577620353017	5.0	2.0	3.0	6.0	4.0	9.281751185435487	0.5938237892872905	0.7009662909514114	1.705209919761292	0.004944026189404529	-1231.8754695791583	-1194.9758900142335	-1936.577658919953	-45.42453778693818
1170000	1.3209161899118644	-4656.952213016612	-288.3564315014949	-4368.595781515118	8.652646534617755	10.704750235520354	2.5373425249629986	6.036974306450676	9.228719339207274	0.8684620991770141	5.0	4.0	2.0	1.0	8.0	9.820393431182483	0.7350164849355901	0.5610248891217448	1.703958625942659	0.004999932618682916	-1235.883152572154	-1195.2071804371503	-1937.505448505813	-41.88166115556353
