# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:10 BST 2015 [seed=1430153528940]
state	age(PEREGRINEFALCON_HK_D0028_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
623000	2.0544508244887876	-4665.863041957537	-298.0361565386881	-4367.826885418848	9.571682385256565	38.80761705994884	17.24721772183109	5.496763844709971	1.7964618008997746	1.3716544925923213	1.0	2.0	7.0	9.0	1.0	10.572956913829964	0.599424440092567	0.6648319485121967	1.7357436113952351	0.0036612343047626437	-1232.6562958385302	-1192.1711207946	-1942.9994687857175	-51.1109993239526
624000	2.0544508244887876	-4669.15856375118	-308.6000513224717	-4360.558512428708	11.223126655495967	1250.6591759208745	15.189261612387362	3.4573185834239233	0.7650930738064177	0.3742081911487841	1.0	2.0	13.0	3.0	1.0	9.69435457532907	0.5756393255417256	0.635421629084503	1.7889390453737704	0.0033657759588462165	-1229.7035043839896	-1189.9764068221032	-1940.878601222616	-57.16366284264074
625000	1.542238130356024	-4676.595353288032	-313.7617303605306	-4362.833622927502	10.089086762848721	2695.3185605815665	11.75605156968411	4.8563280460720994	6.3088687273976785	1.9491294311483198	1.0	2.0	12.0	3.0	2.0	8.684916847069577	0.6621299445574822	0.42394384908572047	1.9139262063567961	0.0037325183189117835	-1232.4064699540706	-1194.167240948322	-1936.2599120251093	-57.630975965584845
626000	2.4164881032822705	-4666.113063060144	-303.48078636463157	-4362.632276695512	10.253439971138606	401.9956429819311	34.39298016336718	5.7568549392026505	0.7447338499787619	2.0088336629135974	1.0	4.0	10.0	4.0	1.0	8.975851831423748	0.5687897341756525	0.6467083429407773	1.784501922883569	0.0035865012280166322	-1233.5230513187582	-1193.3246826731079	-1935.7845427036457	-50.96165174676118
627000	2.235924371182391	-4669.138248006724	-294.6738837344666	-4374.464364272258	8.819720181660314	34.95593908146272	26.353972596387763	6.573785021206508	0.7832486509188381	1.9345059012931662	1.0	2.0	10.0	6.0	1.0	8.871860238843501	0.5762143605198464	0.6319218228479455	1.7918638166322067	0.0038157917683352863	-1238.2777589799223	-1194.6311355109078	-1941.555469781428	-46.621551504229856
628000	1.7584544314819883	-4658.936282486877	-292.4016766614729	-4366.534605825404	9.50374523596421	26.73815087723495	12.005943284754949	4.756107442542152	3.7714269265245424	0.8615054206337148	3.0	1.0	9.0	5.0	2.0	9.099632496902338	0.6877571604490972	0.5921925207459203	1.7200503188049812	0.004119299596588031	-1234.545208592983	-1191.556328640025	-1940.4330685923958	-46.12390580499562
629000	1.8323068281960517	-4664.3903821543045	-301.48154563378665	-4362.908836520518	11.628023095001067	81.8663292026618	2.132316616230076	3.597423986967525	2.778214520501446	2.2833579373365147	4.0	1.0	11.0	1.0	3.0	9.11668161944994	0.6494130491102088	0.5939152037364679	1.756671747153322	0.003564534161429935	-1234.5270769450872	-1194.8211196952802	-1933.5606398801503	-53.836218025198015
630000	1.353940555195793	-4661.369247724065	-296.4347564073507	-4364.934491316714	10.284300263037455	30.42004558291851	16.613230268246323	4.515050011967514	4.061499747714814	1.4577765251841803	2.0	1.0	10.0	2.0	5.0	10.029796842649358	0.5891916695252184	0.5631492759034148	1.8476590545713656	0.004111816615436071	-1236.601230615045	-1192.0439798977388	-1936.2892808039303	-49.24494047605077
631000	2.133745929238978	-4661.593357292777	-298.4209263685852	-4363.172430924192	10.454804229354044	39.01167330971173	4.6705013874614485	4.7114629427275165	4.657867797520962	1.7864718186443571	1.0	1.0	7.0	4.0	7.0	8.041122099248573	0.5471127810429548	0.5721299632360042	1.8807572557210397	0.003723940064994381	-1235.4441447884817	-1190.9485721526764	-1936.7797139830334	-51.619649971820756
632000	1.880062041161107	-4667.19985238293	-304.4159296938011	-4362.783922689128	10.312735800988348	166.90595972990525	23.545688489855394	8.440336158243243	3.418528811489954	2.9542725773804563	1.0	1.0	7.0	5.0	6.0	8.565023977663182	0.5849082626510275	0.5788048168001307	1.8362869205488404	0.003930283110515614	-1233.4907001685135	-1193.020199999044	-1936.2730225215707	-53.48494236792315
633000	2.2607598214363747	-4662.977076214714	-303.4311749551753	-4359.545901259538	11.156878992987288	220.78602587116933	53.4223853775248	4.055732238722148	1.7626718888310422	0.9496080015906572	1.0	3.0	9.0	3.0	4.0	8.348085761898304	0.6237399349282325	0.5652698254081739	1.810990239663592	0.0034712822890796123	-1233.1267495665745	-1190.9814259402028	-1935.4377257527617	-53.01982608958223
634000	1.4736205273015557	-4665.735512787192	-302.804020235533	-4362.931492551659	12.122539917230746	144.90332982617224	13.958460352483792	2.6957016577376582	2.1124174998229632	1.0531194041448617	1.0	10.0	2.0	1.0	6.0	7.734958137047214	0.6238794193513973	0.5641812200533971	1.811939360595204	0.0032501389023840686	-1232.6122681841773	-1191.9558986345562	-1938.3633257329252	-54.60043535351595
635000	1.4867201354954145	-4673.801022673667	-308.8823385234251	-4364.9186841502415	11.661057189021161	126.32037394578006	16.902555190007895	16.40092266159128	3.103932665151445	3.8581971924754623	1.0	10.0	2.0	5.0	2.0	9.70740363429146	0.649356155373689	0.5886308632575955	1.7620129813687144	0.003172451253513478	-1230.4719366200936	-1190.8284023791211	-1943.6183451510271	-57.3794398690091
636000	3.296279187915856	-4672.60609604776	-303.95740596124153	-4368.648690086518	11.075999954862121	135.7507463800134	10.788369313581128	9.283414366910666	6.236022529453548	1.7432360141001808	1.0	7.0	5.0	1.0	6.0	8.435903945187345	0.6346606774615509	0.6073711567762807	1.7579681657621673	0.0034412677088270327	-1230.81259341958	-1192.5198007215704	-1945.3162959453675	-53.41646330717813
637000	1.1762185957733111	-4670.498225641071	-303.5903627999934	-4366.907862841078	10.196265225288393	189.61017370112168	15.776287869869291	6.1006747103276275	1.779941870816292	3.8647895826611056	1.0	7.0	4.0	6.0	2.0	8.336187223957234	0.6567665057007309	0.629062357008808	1.7141711372904602	0.003762627525137464	-1232.1975677970613	-1191.267226278858	-1943.4430687651586	-52.64485364537636
638000	1.7728410073987018	-4666.4556574036715	-297.8946690369329	-4368.5609883667385	9.330423567365436	18.858818344151697	8.408536326243091	11.615561946193539	1.454678340450435	1.020263647291942	2.0	8.0	3.0	4.0	3.0	10.307317598608929	0.612376308201797	0.5694386856201513	1.8181850061780507	0.0035462351019118006	-1234.0544555185284	-1189.8175880627693	-1944.6889447854414	-51.81909517209265
639000	1.7616280629520018	-4663.751173156782	-292.23380225829527	-4371.517370898487	11.567770782212284	64.94320467454308	6.541214683147541	1.425659360312805	0.6626173077233943	1.4442446148960835	1.0	12.0	2.0	4.0	1.0	9.482277769166766	0.5584134930921494	0.657806706460627	1.7837798004472225	0.0036069019508573725	-1236.464465918692	-1198.8800821279926	-1936.172822851802	-46.59458474150317
640000	1.829038519536005	-4660.1478421881875	-298.66105624833017	-4361.486785939857	10.400644575418884	81.29188145514739	11.264698387824117	5.453546743705865	1.9046097942708713	2.051782412017866	1.0	11.0	1.0	3.0	4.0	7.414268643554779	0.5611947011371062	0.5676940576946206	1.8711112411682722	0.003710822370828295	-1232.213784769669	-1189.4725727675448	-1939.800428402644	-50.791618772173656
641000	1.7583048349169124	-4663.59525937324	-300.046691647598	-4363.548567725642	9.91329509207748	71.08869772221067	7.486840811511641	1.6989611454318698	1.0325274642290128	2.6895845766238122	1.0	10.0	3.0	1.0	5.0	8.816691787522752	0.6226511142107874	0.48807570668564304	1.8892731791035686	0.003865831193252149	-1229.024915748637	-1190.4160552783405	-1944.107596698665	-52.96366644357572
642000	1.7799739624393132	-4661.933224921505	-294.21049063648076	-4367.722734285024	9.509828554019801	81.46570766143289	10.800131384475018	2.191595055031984	1.9241549138859477	1.091745938269447	1.0	9.0	2.0	4.0	4.0	9.318056049106671	0.5411177081497671	0.5153320302229337	1.9435502616272984	0.004092937311341838	-1231.5045426025501	-1192.2980899513568	-1943.9201017311173	-47.32013253743256
643000	1.9082062721535102	-4664.619965525793	-298.05478834221157	-4366.565177183582	10.462242773789571	50.95394782294236	9.101803400147803	1.5404325790857816	0.3932466757586647	0.6931911658562566	2.0	12.0	3.0	2.0	1.0	8.198161282425426	0.6161061873755715	0.5108533891247007	1.8730404234997269	0.0035687352453103167	-1232.5934505879202	-1194.0049142342903	-1939.966812361372	-53.75741215972983
644000	2.21412973020092	-4661.423921482784	-296.50633704510534	-4364.917584437679	10.797579353094937	27.988091940026788	15.72860898412511	6.012367552067297	0.715374232533565	0.8118652722369486	1.0	6.0	6.0	4.0	3.0	9.911344770963078	0.628492962388087	0.4571888646748085	1.9143181729371035	0.0036059822871373722	-1230.8360030759816	-1194.7250876309656	-1939.3564937307315	-50.87814151426799
645000	1.5409393164062628	-4664.90322915191	-303.3040274686618	-4361.599201683248	10.800627125137781	54.13176672142372	8.405510478575874	4.471588015626339	0.4425754986737929	2.596140041799706	1.0	10.0	6.0	2.0	1.0	7.203002917511663	0.639042070968833	0.5013420240172899	1.859615905013876	0.0035139947327402065	-1229.5509462548307	-1189.1329746692165	-1942.9152807592006	-53.62447192491639
646000	0.9088747008481812	-4676.609155543566	-303.95131531280833	-4372.657840230758	9.950197386306858	52.880622411617985	11.29574835491882	7.17802287922443	0.8988414178695521	1.4148198201134925	1.0	8.0	8.0	2.0	1.0	9.843168562657816	0.49115245156876675	0.6105293272327162	1.898318221198516	0.003608057818103723	-1233.4156988941008	-1193.2414584594128	-1946.0006828772441	-56.63281224672773
647000	1.6809943819295408	-4668.393980645837	-299.5249088298935	-4368.869071815943	10.869351450816973	192.1234616365262	4.927501817026505	9.26265794673001	2.062946263657829	1.1954211848296772	2.0	6.0	5.0	2.0	5.0	7.653248673904781	0.5428444305604577	0.5676133170212122	1.889542252418329	0.0035371221503663623	-1234.436758489117	-1190.6150875335034	-1943.817225793323	-49.46240993676276
648000	1.033488823388307	-4671.262512456272	-304.47281848239646	-4366.789693973876	9.782818115057903	98.39746828828142	13.21469058360394	7.398342484244989	7.016716892589737	4.21619504425327	2.0	1.0	7.0	7.0	3.0	8.760497342738157	0.6413939485770657	0.5100602787579757	1.848545772664958	0.003847481120091068	-1230.6921411781138	-1191.0261538553457	-1945.0713989404164	-54.09169327806982
649000	1.5106019345948116	-4657.6625519868585	-288.85425376574557	-4368.808298221113	9.912295847344517	17.354748479218017	3.4552349164538008	3.0278476619129906	1.2409730802979997	0.6435262129163917	3.0	3.0	6.0	2.0	6.0	9.467378541756185	0.6599600468365076	0.5366836673351233	1.8033562858283683	0.004309316949283551	-1236.7977187016577	-1193.0850689180106	-1938.9255106014443	-46.072700973731685
650000	2.480358703806009	-4659.218079116727	-291.3206831385808	-4367.897395978146	10.269109068284953	44.60892769510586	13.312411272314128	5.647353972139924	1.6600774927045867	0.7453188213262637	2.0	2.0	9.0	1.0	6.0	7.937187125180666	0.6099891030854303	0.5081783434657063	1.8818325534488625	0.003842127065728698	-1233.119547060917	-1192.4109608940494	-1942.3668880231796	-45.10243368938168
651000	2.0197447379478994	-4654.049038947573	-283.97740306706305	-4370.071635880509	9.168722710004673	18.967330854802814	7.755301410645761	3.009239165796522	0.9520203915936328	0.8256742484847217	1.0	3.0	10.0	4.0	2.0	7.9809649307816315	0.660559067360976	0.5660037045465715	1.7734372280924515	0.005160585162379099	-1237.4034853079534	-1195.3417306557872	-1937.3264199167684	-40.674950781412036
652000	1.7180903101311271	-4655.121426019523	-292.4959016983487	-4362.625524321174	9.018390376097758	45.721061579064475	11.51046970367848	4.316333698910684	2.317671542235443	0.3309421552791699	1.0	4.0	7.0	5.0	3.0	10.375745572025766	0.5631044145292086	0.5389506331288902	1.8979449523419	0.004858920766641014	-1232.554131073688	-1192.2198964216186	-1937.851496825868	-46.20008621513047
653000	1.7180903101311271	-4655.356904378097	-290.1112383928664	-4365.2456659852305	9.419689629062221	17.137859367957038	13.001395622208452	3.799883292375059	6.755428373828324	0.9563434947614484	3.0	2.0	6.0	1.0	8.0	7.111120540085076	0.6270381921945287	0.6202134902522904	1.7527483175531797	0.004504046822758971	-1232.0243978431624	-1192.8616180590027	-1940.3596500830658	-43.42784695440602
654000	1.4449144997730858	-4661.304910645401	-290.85861180222435	-4370.446298843177	9.349880764401323	23.34702478367144	7.8389454202262785	5.1035425093697775	2.1466612868580275	1.0057513104427847	1.0	7.0	1.0	3.0	8.0	12.697646635659718	0.6135643075144039	0.49769999525832476	1.8887356972272702	0.004163105583670184	-1237.179679719023	-1192.256100478657	-1941.010518645497	-45.428845655745995
655000	0.9367995302727108	-4658.902249409592	-293.9967151421881	-4364.905534267404	9.083363496999848	27.261392392396914	8.758756486756207	7.390374531154403	1.9112507927259779	1.2890009109966496	3.0	6.0	1.0	6.0	4.0	9.811463361420623	0.5817430325970064	0.566922412024091	1.8513345553789013	0.004282334176483042	-1234.0529065711457	-1192.2839403984754	-1938.568687297783	-47.92762193194455
656000	1.700969349427707	-4659.310529301569	-292.48567740080233	-4366.824851900767	9.445988991939863	130.69544727611822	5.732863784980508	1.0269992609136258	1.3163957598403468	0.7998250703546503	2.0	8.0	1.0	7.0	2.0	7.857118636866265	0.7095889836980502	0.5799446948063947	1.7104663214955538	0.004548226744584898	-1233.6789331072287	-1188.6385054313148	-1944.5074133622227	-46.25987239601579
657000	1.790156368456679	-4661.963287003368	-295.6727155276807	-4366.290571475688	8.990867032989495	19.814719042551406	11.000660726889834	5.769154665299427	2.4736768651132817	2.393383270280447	1.0	8.0	2.0	7.0	2.0	8.748617074352532	0.7065892421471591	0.5787443334089484	1.7146664244438912	0.004601897276422247	-1234.8261375917486	-1190.5004096763664	-1940.964024207573	-49.740343515180626
658000	1.2083737479739565	-4655.504736210318	-293.0338131461612	-4362.4709230641565	9.531127927689619	64.19943755838581	8.040337085058516	5.462530752252081	2.297016045543041	0.5493861106709282	1.0	3.0	7.0	4.0	5.0	9.692489217660546	0.5635903054231992	0.46954797645081414	1.966861718125985	0.004627946472312791	-1233.6098627198846	-1192.3514269514876	-1936.5096333927843	-46.10166097880476
659000	1.2761460876082897	-4661.802455611582	-294.04213653399273	-4367.76031907759	9.413990598849892	24.64791716412761	6.837321104178278	2.5553780918800304	2.330590919301255	2.4544590419986863	3.0	4.0	7.0	2.0	4.0	9.326388693797638	0.6065351267170451	0.5023375448058133	1.8911273284771402	0.00463494335266825	-1236.2888427390542	-1192.6824760399193	-1938.7890002986164	-48.81835479973212
660000	1.3646050857808945	-4664.624361659029	-290.0421733743092	-4374.58218828472	8.720930506964935	15.798580816248387	3.4268055440845164	3.812813105525228	1.0508698034094441	1.1122764900474034	5.0	2.0	5.0	4.0	4.0	11.088008350577754	0.5502692240318466	0.7091656607114782	1.7405651152566737	0.004629058801959843	-1235.1262462479885	-1197.429372801183	-1942.0265692355485	-46.57474671755191
661000	0.7924070143549002	-4658.5655699778845	-289.15675053330875	-4369.408819444576	8.822995857870099	27.312881966708446	2.4192641856981507	2.9781415684375894	0.4012179385737826	0.28185021827621765	8.0	3.0	5.0	2.0	2.0	9.456585447744583	0.664513512944408	0.4938266375109214	1.8416598495446692	0.004806773099877937	-1238.4849545521865	-1195.5625502334915	-1935.3613146588982	-46.818505810744995
662000	1.6784855880198535	-4654.153555547775	-283.7401660428773	-4370.413389504897	8.925046997529806	14.870156889256581	3.349100794078281	2.3372595276860664	0.4733594009973056	0.28775497823317114	6.0	2.0	5.0	5.0	2.0	9.449131415053477	0.6334673439081512	0.5742560971338135	1.7922765589580338	0.005739308581696623	-1234.2996352731893	-1194.1322532242345	-1941.9815010074735	-42.79372384965471
663000	1.277850581092455	-4666.0752562380785	-284.5720991838405	-4381.503157054238	8.2839633917509	20.7809325803877	4.846096134201429	0.9527986162470811	0.6356943557602793	0.6815539169313676	7.0	6.0	1.0	5.0	1.0	9.459943466045857	0.6012035550182664	0.6548890461586858	1.7439073988230462	0.0061466549314460085	-1237.2040181435032	-1196.024345709474	-1948.2747932012605	-42.752529284552374
664000	1.0293423076235857	-4644.017438590161	-278.1586435658169	-4365.8587950243445	8.171830181772627	9.629511109536427	2.462336553525067	2.980292310383468	1.4580899141045545	0.4560305766204354	7.0	1.0	2.0	4.0	6.0	8.234764639578605	0.5833423556818641	0.6561463187085081	1.7605113256096259	0.00612320130509715	-1232.7689065180152	-1192.0473553647707	-1941.0425331415586	-36.623783698631684
665000	1.1367248002672214	-4647.895854175377	-280.87217737079243	-4367.023676804585	8.19650316021935	7.840810873459669	3.6511596233816666	2.7161691182614764	2.3513710739307405	0.4446084595466901	7.0	2.0	3.0	1.0	7.0	8.234764639578605	0.6187950151544546	0.6363326194089686	1.7448723654365752	0.006069373924428842	-1236.4218511500017	-1193.9195603429564	-1936.6822653116267	-38.972993650963744
666000	1.6087313579675246	-4647.541256048289	-282.149890401936	-4365.391365646353	8.211403236463843	8.495356836118411	2.5120339637385385	2.5710815001278915	1.7878051677824303	0.19043471920558963	9.0	3.0	2.0	3.0	3.0	8.416307714491136	0.5081939870482829	0.6920595361335775	1.799746476818138	0.005508917226582949	-1237.056264980133	-1191.605752908634	-1936.729347757586	-40.914691325678305
667000	1.4484516745668348	-4650.259447796339	-280.56375594786647	-4369.695691848473	8.225514430224417	11.229606982542977	3.551580850339864	0.5191712841465732	1.0533191694473314	0.10076026253381895	12.0	1.0	2.0	2.0	3.0	8.01542020945848	0.4506382400868615	0.6342464289347889	1.915115330978348	0.005106456356917402	-1236.3726523897722	-1191.780455405523	-1941.542584053178	-40.13599760001852
668000	0.7303192977650941	-4653.3556898968045	-279.6500622409875	-4373.705627655817	8.110133481331266	10.397353494399885	2.2918732099202797	0.3645725427277006	0.13622063051904365	0.1276186782366574	11.0	5.0	1.0	1.0	2.0	11.383865827223971	0.6807033740790753	0.644015337042114	1.6752812888788091	0.005051568239062613	-1236.884598569304	-1193.297016376545	-1943.5240127099676	-42.759394973791906
669000	2.0837313851097483	-4651.007158403831	-281.05897024110254	-4369.948188162729	8.121788628062273	20.76618230211311	6.188122311161411	2.435918897816806	0.4472480855384681	0.05268622300669586	6.0	3.0	7.0	2.0	2.0	11.86356145844313	0.6038577419894445	0.6239773831154773	1.7721648748950765	0.004618219649972496	-1235.1623431845599	-1192.2041380460068	-1942.5817069321624	-39.35898273708213
670000	1.5036601613035807	-4650.451606421261	-283.3436732597104	-4367.107933161551	8.199900208995833	50.88047410231482	11.163877753692251	3.2058488123217517	0.6012204176500812	0.023265352875987078	1.0	7.0	5.0	5.0	2.0	9.482625596819645	0.5798793388415775	0.4851978033312442	1.9349228578271767	0.0048577800789519855	-1233.4504992002119	-1192.2169218875986	-1941.4405120737404	-39.17506571213398
671000	1.0627456267607283	-4658.1497953678045	-286.46141711325686	-4371.688378254547	8.356835911884483	15.20546642956221	11.298559697491905	2.734222268728392	0.8272412519623169	0.28072499010687096	7.0	3.0	4.0	5.0	1.0	9.482625596819645	0.6043558780441105	0.6280530238174408	1.7675910981384468	0.004934642247829622	-1232.1545599805004	-1193.7440730810365	-1945.7897451930105	-43.642315058910434
672000	1.699925403273113	-4656.784716393248	-289.27522510959824	-4367.50949128365	8.703865754084656	10.648027794256455	5.528178975403093	2.7708261770232534	1.3586895637808607	0.45246492872654764	5.0	1.0	1.0	10.0	3.0	10.710098926961246	0.5957388490176545	0.5477290075910585	1.8565321433912851	0.004762372629363894	-1235.6541164413504	-1191.1027551398001	-1940.7526197025004	-47.03549096603827
673000	1.8117087244011776	-4660.739069153582	-290.81601203208686	-4369.923057121495	9.19154600257833	33.81343563259219	7.746952798091419	2.855447914773816	1.9089765182376106	2.1962630135762025	3.0	1.0	4.0	10.0	2.0	9.095174476271957	0.6562707261294798	0.5660135764298799	1.7777156974406383	0.004977040607168615	-1237.5474372985586	-1191.8304416771714	-1940.5451781457648	-45.14821741046671
674000	1.1708945286583656	-4654.279443932071	-292.5982057276676	-4361.681238204404	8.827576670655807	61.50362906771871	3.9567807064609837	2.926712756617988	2.1163424500361825	3.220313132472852	3.0	8.0	1.0	6.0	2.0	8.475005583701375	0.5805134874817456	0.5909579619956813	1.8285285505225712	0.004707477796052769	-1234.2953247388452	-1190.5809847885328	-1936.8049286770256	-45.716625197124166
675000	2.0259770407138107	-4661.52848470602	-292.6797803817613	-4368.8487043242585	9.615768179407752	32.99885182333822	5.590204892302462	3.497674021485981	0.833043706321015	1.028666761124043	3.0	4.0	6.0	5.0	2.0	7.165856329410256	0.44187194317533823	0.5356847094780944	2.0224433473465657	0.0041672621707399896	-1233.5946502381657	-1190.7241928357032	-1944.5298612503896	-48.400467895186765
676000	1.8257645641277138	-4663.512826461217	-294.0250965118703	-4369.487729949346	10.276551813163183	15.722955125924525	2.3646284945249394	3.6485105079058826	0.8959372132994189	1.4321811828257947	2.0	1.0	11.0	5.0	1.0	10.420950802894312	0.6328331954939869	0.6072750049554057	1.7598917995506058	0.00462994280910745	-1235.0334835639449	-1192.608671654812	-1941.8455747305898	-50.33003312647382
677000	1.9289173916298044	-4664.784984411589	-296.66642017969036	-4368.118564231899	9.66034971972877	175.18159294982186	28.884963162401643	4.310878127183495	2.001264470327862	2.4777803029915684	1.0	1.0	9.0	6.0	3.0	10.420950802894312	0.562829489354136	0.4673528825292679	1.9698176281165944	0.003856570632142488	-1235.5847351071504	-1192.764053762628	-1939.7697753621208	-46.19773226990154
678000	1.474370384218998	-4664.297385497189	-298.6150449524318	-4365.682340544757	9.690730706739933	42.12544481825807	34.211138757771096	4.8991829464134575	4.979680457066175	1.1213269384122828	1.0	1.0	9.0	4.0	5.0	7.322504085773415	0.6417648846894085	0.6467172334631258	1.7115178818474643	0.004063388340589193	-1232.2306945723833	-1192.7843691755252	-1940.6672767968485	-49.96035303570088
679000	2.1304309299525808	-4670.37653175265	-296.8799874728123	-4373.496544279838	10.307822584072529	35.01848482197734	9.326385076511468	5.675810467551265	1.9582847395313225	1.1051461623318803	2.0	5.0	9.0	2.0	2.0	10.481883712690262	0.4402403244471896	0.601605995680612	1.958153679872197	0.004466540703240445	-1234.2379535313808	-1193.8769760421371	-1945.3816147063203	-50.734677854250826
680000	0.3660131845411918	-4665.357354864419	-296.1831498565228	-4369.1742050078965	9.008026838381285	21.869517881457107	9.855129366560718	10.405177734675515	0.3330597499830556	0.7966512071467375	2.0	9.0	5.0	3.0	1.0	9.304739490433237	0.4410302721719108	0.6246796077658988	1.934290120062189	0.004685587726603549	-1236.561091112362	-1195.9716245546006	-1936.6414893409337	-50.06269448185022
681000	1.4078314298340233	-4656.880944220788	-293.2895470236269	-4363.59139719716	9.32996440150618	27.873903054286497	9.855129366560718	5.055012814383929	8.123562959966133	0.638216462039521	1.0	4.0	6.0	2.0	7.0	9.840366596258686	0.6250863918591183	0.5229863450109433	1.851927263129937	0.004482270214163402	-1234.2580051258524	-1194.2667100023414	-1935.0666820689662	-45.533933641598146
682000	1.849061588312158	-4658.08771970471	-295.4668285189772	-4362.620891185733	9.307428728531194	24.09581094932719	21.71766890126095	4.064825662474721	3.34339350529154	1.4356979848827922	1.0	2.0	7.0	4.0	6.0	11.289604844728121	0.5460122584620539	0.6017080099413881	1.8522797315965567	0.004455829729843491	-1232.1630248631186	-1191.2191511139133	-1939.238715208701	-48.39247428581388
683000	1.273828905001377	-4663.572432402433	-294.9704697512455	-4368.601962651188	8.865502867256605	19.953521099896623	10.173565234439167	3.955915858315325	12.014610022517774	2.625633441826638	1.0	6.0	3.0	1.0	9.0	7.138929020983198	0.4897844590916627	0.6109230699125222	1.8992924709958139	0.004670868597915388	-1236.027952885936	-1189.833091432781	-1942.740918332471	-46.42409089958945
684000	0.7581210804131473	-4663.221551590006	-294.8845225421025	-4368.337029047903	9.738040124589956	33.97562366782733	18.128508120912873	0.7339610178802544	2.1291062928609517	1.546935533622339	2.0	4.0	1.0	4.0	9.0	8.924250500499255	0.4864039496220637	0.6112055701785417	1.9023904801993932	0.004442190949911662	-1238.7899325152118	-1194.6751463262083	-1934.8719502064835	-47.84059555257765
685000	1.4036945006659636	-4660.575458835408	-294.9018579376158	-4365.673600897792	9.929635769686838	43.37470385178127	1.8706725176016599	4.269515804699665	4.923323102715174	1.0591616541510336	5.0	2.0	2.0	4.0	7.0	8.299331778521516	0.661318746423732	0.5063520851753613	1.832329168400905	0.003972761588697169	-1233.2090284411247	-1194.8257223521196	-1937.6388501045483	-47.62190246308014
686000	1.2668153134946536	-4653.399010797091	-290.82649645537816	-4362.572514341713	9.501804169916594	20.465037623295057	4.477554227364341	3.17399345719368	1.2443729129659378	1.0876213097568606	6.0	3.0	4.0	2.0	5.0	8.607177350448685	0.5826614351254371	0.5715197227813593	1.845818842093202	0.004338749811856938	-1234.1034193129433	-1192.4874001925466	-1935.9816948362234	-47.31151306991905
687000	1.2685650897866871	-4661.398131490029	-293.4286833804382	-4367.969448109591	9.439702174982374	45.99502926658235	14.649975684519285	6.045691825481724	0.8813129542601892	0.9159018535898144	3.0	1.0	9.0	6.0	1.0	12.627963799989917	0.6419262413858267	0.659904031564359	1.698169727049813	0.004321449658940773	-1235.1872191560064	-1194.1469675028789	-1938.6352614507061	-46.70354118024501
688000	1.9388330620132157	-4658.014535897575	-295.1487190189094	-4362.865816878666	9.240126018057158	65.53966867120158	5.175699689663687	3.6286012420475897	5.513670622556988	1.2712254708177149	1.0	4.0	6.0	6.0	3.0	8.642052132706553	0.5676317721851164	0.5511175189984092	1.8812507088164725	0.004030973378029908	-1233.6218589220991	-1190.860759343578	-1938.383198612989	-47.198089562865114
689000	2.0597904211617437	-4658.110017673613	-294.6471579933892	-4363.462859680223	9.338039033127286	27.572919897658057	17.36859802344402	3.225202357719076	2.1533382649920427	1.5477527266329647	1.0	4.0	4.0	8.0	3.0	8.642052132706553	0.6444733841527155	0.5511175189984092	1.8044090968488735	0.004653111634706954	-1231.7645446943716	-1189.7287110515176	-1941.9696039343337	-48.603625968977305
690000	1.3550865251083373	-4659.292350162113	-287.7178129113083	-4371.5745372508045	8.490352801088516	77.07058089149848	10.99896891697113	3.7466028380950775	2.04650331047772	0.8952969092575833	1.0	5.0	6.0	1.0	7.0	8.359834906485462	0.6472783254173897	0.5444382728840437	1.808283401698565	0.00469340189983645	-1238.1619588406975	-1188.5394199199575	-1944.87315849015	-40.74458739328817
691000	1.0989314555137146	-4661.487293158545	-289.7892490864474	-4371.698044072098	8.359836762107731	76.3008278784903	8.169609087790757	4.025789268242234	0.6865787799328515	1.1906108728775784	1.0	3.0	10.0	1.0	5.0	8.556644720801852	0.4687984557696886	0.6982594417767779	1.832942102453532	0.004616474110253838	-1238.4429238182997	-1189.6038523626537	-1943.651267891145	-43.09304262902777
692000	1.3145972341519618	-4651.598068127096	-288.2942528360292	-4363.303815291067	8.890591059876353	36.817919696221	4.664431140095501	3.8881426394926506	0.8940329093026368	0.744985469136057	5.0	8.0	1.0	1.0	5.0	9.1725207804634	0.6764617318624496	0.5184192313291874	1.8051190368083616	0.004949287549084219	-1236.0657829777329	-1193.9345643583615	-1933.3034679549721	-43.79819068029177
693000	1.0582719886094047	-4669.186637437812	-294.2692713551497	-4374.917366082663	8.934014750622296	102.97238094491182	11.181776941854958	3.408087139681641	2.7337664434245386	0.7574398755432037	2.0	4.0	4.0	5.0	5.0	11.257770987633977	0.7349206898058355	0.5131163200827047	1.7519629901114588	0.004356994340624872	-1236.4810249325537	-1194.5087556030849	-1943.9275855470244	-46.18207620282688
