# BEAST v1.7.4, r5154
# Generated Mon Apr 27 17:52:10 BST 2015 [seed=1430153528940]
state	age(PEREGRINEFALCON_HK_D0028_2004)	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	kappa	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.Flu.treeLikelihood	CP2.Flu.treeLikelihood	CP3.Flu.treeLikelihood	skyline
25000	0.889861164575867	-4716.365315784135	-340.2736805233641	-4376.091635260771	26.139117070765153	116.45363423628197	193.4242186103765	24.994451755781718	16.578655144192116	6.94801206333409	1.0	4.0	1.0	10.0	4.0	9.403378833536053	0.6906098054592414	0.6207411629319951	1.6886490316087628	0.0012885119725257143	-1237.0444181794594	-1198.531801620736	-1940.5154154605757	-84.09489713129831
26000	1.4564282940082536	-4713.272200958439	-336.8140029141745	-4376.4581980442645	20.4691892578382	138.96482411652497	172.7972604013948	15.522841235975378	15.524370602248878	23.01874257493226	2.0	1.0	1.0	12.0	4.0	8.183005651519847	0.6681697631196735	0.4235454076491118	1.908284829231214	0.001201369571278586	-1232.1231840820155	-1198.653359858447	-1945.681654103802	-80.13200927979479
27000	3.3226515827845127	-4709.108883607142	-331.9793896274671	-4377.129493979675	21.57684965978123	189.72657661706862	147.16472076301298	9.292180850647027	11.617928618501569	18.243169643846624	2.0	2.0	1.0	12.0	3.0	9.895859932602551	0.6187877112794836	0.4310296559251718	1.950182632795344	0.0013145002260382796	-1236.943073886568	-1199.0683372483738	-1941.118082844733	-75.60496095845272
28000	4.3756338423454935	-4706.459675342085	-330.4185375394319	-4376.041137802653	20.651957049703313	141.1460345432496	58.82683964814065	29.31479174828784	9.39545565040383	11.920192302338727	1.0	3.0	4.0	7.0	5.0	7.871473246016256	0.6187877112794836	0.49735726195490804	1.8838550267656078	0.0013356175647184492	-1235.305533875595	-1192.2367098401896	-1948.4988940868677	-75.99995179849302
29000	3.941434104649171	-4711.665642500286	-334.58072237653	-4377.084920123756	16.947294977945052	116.71620004585158	153.62276080084064	26.19575966394251	12.724723028056568	13.72635826971691	1.0	1.0	7.0	1.0	10.0	8.164795699219836	0.6709289479232221	0.49735726195490804	1.8317137901218692	0.001537722208987657	-1237.627947697505	-1192.295715789315	-1947.1612566369354	-78.80804784806354
30000	5.313221677215279	-4707.841617584046	-336.9599690337047	-4370.881648550341	24.36925883627523	176.28694760385858	37.17215258990913	21.711204077966595	13.854073906072154	15.066447592908773	2.0	4.0	5.0	2.0	7.0	10.744602531068765	0.7280026303541749	0.4938109616045643	1.7781864080412604	0.0012731096727597205	-1235.0938961004858	-1194.2796083851547	-1941.5081440647007	-82.14031166086883
31000	5.21451173863238	-4708.132842991315	-332.7648721931822	-4375.367970798133	23.644865522168576	135.90690312637489	10.625629312072052	19.894212130209812	14.883751342015561	8.589163892800942	2.0	5.0	6.0	4.0	3.0	10.89298149233857	0.7065930513708014	0.5066292649233137	1.7867776837058844	0.0011848685117480417	-1237.6854184381816	-1190.3713285345023	-1947.3112238254491	-78.96463933546859
32000	4.348367071696766	-4711.4716736579585	-343.49434098602717	-4367.977332671931	23.625869843204644	187.91665099865796	17.826076010455093	18.465408059104245	28.939677161776924	24.006139638684623	5.0	1.0	8.0	1.0	5.0	10.700222751993701	0.693528871955104	0.48040843660608495	1.8260626914388107	0.0011533864620932256	-1232.2699193891954	-1194.1160862636361	-1941.5913270190995	-87.70430769024563
33000	4.336535054906692	-4707.755775673033	-337.582050954205	-4370.173724718828	26.529605116879875	81.90030417945185	24.28851306535677	25.121340000507892	20.109134943992498	18.86564599153593	3.0	1.0	12.0	2.0	2.0	9.762082530598155	0.601542435934705	0.6501988568771816	1.748258707188113	0.001151024100792275	-1233.310168218513	-1195.9912169839963	-1940.8723395163195	-83.74964106698384
34000	4.404220172419996	-4710.7768931523615	-341.33187714973013	-4369.445016002632	25.878445247159462	190.73388310961468	118.16703023730751	12.608089648269077	55.60652904863382	2.440444267768298	3.0	1.0	12.0	2.0	2.0	9.71467713424107	0.7264190885215309	0.46731300957803895	1.8062679019004297	0.0010452235125098452	-1233.9334585195777	-1198.599904371797	-1936.9116531112572	-81.79272462660349
35000	4.227269320757808	-4719.008092195308	-341.5819591649063	-4377.426133030402	25.341572225597183	197.1007189694964	41.75802440768812	31.921090990926224	20.417656384756427	3.846846336166755	1.0	2.0	12.0	3.0	2.0	7.2647254956292775	0.5991639398130817	0.5579987285741745	1.8428373316127433	0.0010897293902723322	-1232.0530074385417	-1195.602581523299	-1949.7705440685609	-86.75710269644112
36000	5.959606106253894	-4720.641686769311	-337.55026707486127	-4383.0914196944495	26.84081919929481	230.7555312183342	98.76578292761117	7.752766194360279	13.641243261571379	20.15635335424175	3.0	1.0	10.0	2.0	4.0	9.363218736431696	0.6173036150082395	0.6247869110289554	1.7579094739628045	0.001216972011390241	-1239.0137482503505	-1198.7034652370787	-1945.3742062070203	-81.17470907633027
37000	1.1766000228382572	-4708.200800038266	-339.3371273235895	-4368.863672714676	25.948149472346095	164.80868235579263	21.76508330154839	6.445952790631332	20.65599276674961	19.17230701456708	3.0	1.0	8.0	2.0	6.0	7.208719236344934	0.6163902570673652	0.5059888740984153	1.8776208688342189	0.0010840084246603585	-1233.0668984157269	-1191.372974564255	-1944.4237997346938	-84.36110630387103
38000	5.165074598852128	-4723.021090493858	-347.9587486827255	-4375.062341811132	27.868454508156134	350.05951181715034	247.70585619064295	34.29954458857038	32.74125709509222	20.996907200738423	1.0	1.0	9.0	4.0	5.0	7.664453581864497	0.6058797518626268	0.5663038876816552	1.8278163604557172	9.330499589155088E-4	-1236.8036626698404	-1191.6847177562504	-1946.5739613850412	-88.96948383024213
39000	6.351908267673391	-4715.790693423991	-345.6529237067517	-4370.137769717239	27.783913626915	128.23397209945597	149.06337834918452	24.21876754596948	15.551828310847837	14.6678320942233	3.0	1.0	4.0	9.0	3.0	10.26518335084804	0.48937176902306373	0.6182485227813282	1.8923797081956069	0.0010937979250529254	-1234.5149064332788	-1193.4609401589476	-1942.1619231250124	-89.51206248447149
40000	1.632219008510302	-4722.510040334905	-350.75163978931346	-4371.758400545592	27.862831396939026	375.83295185666134	190.0162853828622	86.68167182036596	31.670542516896905	30.485791689354592	1.0	1.0	5.0	10.0	3.0	8.942083362398822	0.6306356995048289	0.5425336116748859	1.8268306888202839	0.0010013337374018651	-1233.6141350902815	-1195.4524069055499	-1942.6918585497606	-90.9896083386883
41000	4.582365180680786	-4711.50071923136	-341.6472523876615	-4369.853466843698	28.180185120939708	412.4239489072925	30.670968872986183	32.64287189937371	32.59602953168318	14.546149240414135	1.0	5.0	3.0	9.0	2.0	10.363257038388344	0.5385517380615303	0.5671793421499468	1.8942689197885216	0.0010084927987754962	-1235.09437732959	-1195.1924527492267	-1939.5666367648807	-84.0297593076568
42000	6.190798637473751	-4711.330345631865	-340.3078908517401	-4371.022454780125	23.969079144291367	1001.13046849556	115.28944894631634	36.908100985476196	18.47866280282611	4.200735049888956	1.0	1.0	10.0	6.0	2.0	9.841711294097934	0.6861488203219329	0.6100524043380553	1.7037987753400103	0.0012389718236818618	-1235.9270730440778	-1192.568330772684	-1942.527050963364	-81.50919872417309
43000	3.7932595822299544	-4709.753331411906	-337.68878115720526	-4372.064550254701	25.28064019719905	283.72948297530615	178.71700275066365	21.2139942506107	12.836950268234576	4.61674362386573	2.0	1.0	8.0	8.0	1.0	10.504821367125496	0.6864653761374753	0.5275506936223903	1.7859839302401328	0.0012450950689909858	-1236.5368019344435	-1197.5639041045763	-1937.9638442156815	-81.27625384502144
44000	3.048557111169389	-4694.712313374003	-328.1889357745514	-4366.523377599452	20.825952361751302	211.61163423534484	13.957271869200484	17.62058841505148	13.264751280527578	2.7694213569921335	2.0	1.0	10.0	6.0	1.0	8.025599672434309	0.6227668790913552	0.608421579121063	1.7688115417875803	0.0012339763041267903	-1234.0442168964826	-1192.6035435253846	-1939.8756171775847	-74.75810335752026
45000	5.90391938807231	-4703.4428138267185	-334.66562597074903	-4368.77718785597	22.60657787719862	359.23760819908193	15.651042905489204	15.37557709618803	8.878499013985257	6.060958791235404	2.0	6.0	6.0	4.0	2.0	9.17685228914281	0.5724978156370051	0.5728183823864894	1.854683801976504	0.0012924901215806133	-1232.4388054870478	-1193.391438740343	-1942.9469436285788	-80.46944955913428
46000	5.90391938807231	-4696.114609559087	-322.2669786172865	-4373.8476309418	19.930519358553873	140.2338696437763	12.349616949803686	6.853140758014533	7.2408045151753235	9.904964010270072	1.0	10.0	6.0	2.0	1.0	9.63919388991918	0.6607699827817096	0.6415353993054416	1.6976946179128474	0.0018042805187075326	-1234.7442684998018	-1197.1895454575772	-1941.913816984421	-70.37044827098853
47000	0.8382732452007975	-4696.679559587026	-325.49188325202476	-4371.187676335001	23.549706112745575	238.88236113066532	17.389162560263113	11.193649990798628	17.502669744245654	7.744551900447345	1.0	13.0	1.0	2.0	3.0	7.443114498699098	0.7073445670957051	0.4554991009552134	1.8371563319490802	0.0013900299862575451	-1236.555379475089	-1196.5557523847162	-1938.0765444751964	-71.4179836981619
48000	1.4280167136917905	-4689.525960757121	-319.5749161907935	-4369.951044566327	17.66560444273568	182.24364965177108	9.281250632425193	9.090319234784287	11.88120321366688	1.799643053254867	1.0	14.0	1.0	3.0	1.0	7.795523009233921	0.5829029100287428	0.5315019709923972	1.885595118978859	0.001546418696381944	-1234.5202398032163	-1195.6426905695157	-1939.7881141935952	-67.45316142791401
49000	3.570611900903221	-4689.716960562417	-324.97296080264834	-4364.7439997597685	18.982783042099264	156.7346367715327	30.403271624891822	15.027999902306878	5.6193493275092194	9.84820780130485	1.0	6.0	6.0	5.0	2.0	8.723966089934159	0.6352934651330427	0.5401503030011079	1.824556231865848	0.001503823890887033	-1232.3686227397538	-1192.40979831313	-1939.965578706885	-71.77384146081278
50000	0.4858722107352964	-4691.2449896243525	-324.57125470715255	-4366.6737349172	18.973948674527875	217.80693685300412	19.893605095688216	13.194171514393364	4.812135049630934	8.722648194438545	1.0	6.0	3.0	6.0	4.0	8.378713712327185	0.5979157008722196	0.5458406826025439	1.856243616525235	0.0015954503091197205	-1233.009485287572	-1191.991108903193	-1941.6731407264353	-71.34659321334334
51000	4.169866656295564	-4693.465700848325	-326.29767461519145	-4367.168026233133	18.748518166047404	82.1900047769775	40.45381972674958	13.424500404140048	6.677392793117231	2.1301279860677336	1.0	9.0	4.0	2.0	4.0	8.951005689974709	0.5923048887309853	0.5573830715397408	1.8503120397292727	0.0017160847618473596	-1230.6648763753735	-1191.0929820873064	-1945.410167770453	-75.1929062156137
52000	2.171155701385017	-4684.960478958608	-319.17104772657	-4365.789431232039	17.033865171186342	106.06473903431319	13.002406500368696	8.792180129734762	1.815190298630334	2.815904200426793	2.0	11.0	3.0	1.0	3.0	10.672816303721623	0.5814598764560535	0.5510097402390397	1.8675303833049057	0.0016071672033022484	-1232.8426364856336	-1194.3076265529744	-1938.6391681934304	-69.32501115375118
53000	2.98152466628595	-4703.058760376196	-328.47102607988666	-4374.5877342963095	18.917259170254752	1012.2811294736795	20.027180713597577	14.082234351757684	4.437049544005942	5.38490763075158	1.0	9.0	6.0	2.0	2.0	8.904116168450093	0.5969804660834863	0.6953610012098517	1.707658532706661	0.0016055604645339473	-1236.7064566315628	-1193.91800059518	-1943.9632770695669	-72.80244067385729
54000	3.3011550767171123	-4685.662422647651	-315.90776613441994	-4369.754656513231	18.404346669093183	289.3009065022071	10.460945138803138	11.341753780623128	11.848668460651753	3.869938965003581	1.0	3.0	9.0	2.0	5.0	7.627427885304818	0.5969804660834863	0.6137876496064221	1.7892318843100903	0.0019742016539715554	-1236.2461078306544	-1192.747495856459	-1940.7610528261173	-62.54254871457139
55000	4.422133231300772	-4696.1031351669235	-317.01497759736156	-4379.088157569562	14.473289989841817	346.1630427509907	5.487981188876459	5.760004420180508	9.603883326955279	5.637956969156044	2.0	3.0	6.0	4.0	5.0	8.824656883204566	0.5701046220492093	0.648204360667403	1.7816910172833864	0.0018763225162267522	-1239.1883614254239	-1191.8733369542283	-1948.0264591899095	-63.849622446774255
56000	3.2342948169552486	-4688.892521425819	-313.7252395529657	-4375.167281872853	16.106153706124505	48.19314422848321	5.986833722992216	5.712143228230081	7.918965191148052	5.120796351271104	2.0	6.0	1.0	3.0	8.0	7.220501797071525	0.6902634303345547	0.6512379001521257	1.6584986695133181	0.0021389565239896056	-1235.0717008847225	-1193.4457136392882	-1946.6498673488425	-65.0266229478544
57000	2.978075031451617	-4690.127913601376	-317.24592368679606	-4372.88198991458	17.356713741054957	43.0774261730457	1.6223424301231457	6.382529700049358	7.333442960936591	8.441927319244147	3.0	5.0	1.0	1.0	10.0	11.081259057997668	0.7051956026349988	0.542751851868796	1.7520525454962035	0.001743941583268864	-1233.7497483796417	-1193.1757041513556	-1945.9565373835833	-66.4543329178571
58000	1.0710751683000397	-4689.652821445134	-316.8709333302836	-4372.7818881148505	15.539137213202375	100.47414779051893	4.036307562506345	11.034263780583345	12.112564288984213	7.0220184299924915	2.0	3.0	3.0	3.0	9.0	8.426733491814467	0.5462510758079565	0.5579524150789691	1.8957965091130728	0.0019002975194282467	-1236.631669900545	-1195.8361716248266	-1940.3140465894785	-64.51925736799294
59000	1.669603603459116	-4683.6963117933265	-314.2597891331278	-4369.4365226601985	15.689375478106365	181.80791052286222	5.240266611161478	5.430283923223464	12.232287899243806	4.998174297968192	2.0	10.0	2.0	4.0	2.0	9.489014602755631	0.6845878336708864	0.6128959435975151	1.7025162227315969	0.001978650041938364	-1236.2770361055198	-1196.6998171989728	-1936.459669355706	-61.76650616722837
60000	1.308671032366672	-4676.368834698429	-301.4013895402261	-4374.967445158203	12.643770261680116	69.38002465465591	3.97139403532267	4.433027824374177	2.1536965135345136	1.4102133244584973	2.0	9.0	2.0	2.0	5.0	12.305306067719137	0.6200786143208576	0.5089301963676544	1.8709911893114863	0.002281023156794329	-1237.5321862072842	-1195.1565562905134	-1942.2787026604055	-54.20416802144635
61000	1.0429629655417147	-4680.341761028721	-307.5654626878824	-4372.776298340838	14.506777081897342	52.59574568711583	6.04183154550735	5.861939646051932	3.512331242195102	4.192883058288716	5.0	1.0	5.0	7.0	2.0	7.128853630513366	0.6019869971924354	0.5089301963676544	1.8890828064399086	0.0025690025566756157	-1237.1924081254867	-1193.9532127908144	-1941.630677424537	-59.71602980656391
62000	2.0587709048139318	-4680.602635514281	-309.9851327267335	-4370.617502787548	13.602380139341028	154.48632041284125	83.06965111089383	6.197131197415321	3.314031224024588	3.219076875742676	2.0	2.0	7.0	2.0	7.0	10.695869676661212	0.5167209487337047	0.5455273975272382	1.9377516537390556	0.002648291000002911	-1232.760786960834	-1195.5394997146332	-1942.3172161120813	-57.716190156053266
63000	2.4180000742369145	-4674.891292219105	-308.48861124433677	-4366.402680974768	12.66699268729428	589.6891738000057	43.111961811455245	7.505544985523414	1.5351807242645972	1.1262306505835857	2.0	1.0	9.0	6.0	2.0	8.205028254606367	0.6184547419026266	0.5926074039031866	1.7889378541941854	0.0027499947861778754	-1233.4733882728215	-1194.5713377287918	-1938.357954973155	-55.972715132448855
64000	1.2185423333104108	-4678.085295432422	-314.2582059416709	-4363.827089490751	11.66297162278881	313.2384493076554	57.94287452932843	13.090538186474754	3.8564437791042785	1.8405369938183342	2.0	2.0	6.0	6.0	4.0	8.848981241607754	0.6680911427205621	0.5392387116470552	1.7926701456323815	0.0025695990499335158	-1233.8589425594391	-1192.9500845878688	-1937.0180623434428	-61.161610017396086
65000	3.1937918588978045	-4674.602122035953	-305.72057366081435	-4368.881548375139	12.312915180827762	253.6578618940828	11.61048276672135	10.639429697840491	4.6202360670894045	1.311666897144576	1.0	5.0	6.0	2.0	6.0	8.306045242007784	0.49439156909598864	0.7236907556324834	1.7819176752715267	0.0027975289756116454	-1237.3646909299346	-1193.2595419720742	-1938.2573154731294	-54.24589859891088
66000	3.4595513424938567	-4674.037419455014	-305.5493658047917	-4368.488053650222	11.372212691271208	70.99283164487197	12.94246669263626	14.404819989832983	3.345481237576012	2.3873938130636754	2.0	5.0	1.0	7.0	5.0	6.4621128710653055	0.6695691095631088	0.4886640958464027	1.8417667945904874	0.002677425702528327	-1233.8974036615446	-1188.9984221365582	-1945.5922278521193	-56.222894796666544
67000	3.596483104524056	-4673.81292910474	-303.43825776441616	-4370.374671340323	11.8795059522011	38.52169654436048	9.331767318966149	9.757204820679762	2.4953330611006947	1.7536748090884888	1.0	7.0	2.0	5.0	5.0	7.947367112220294	0.6124229744806847	0.5694715264653892	1.818105499053925	0.0026136969495554204	-1234.4711215958241	-1189.5185882198073	-1946.3849615246922	-56.13225015246979
68000	3.596483104524056	-4681.31994712886	-308.3769249406206	-4372.943022188239	13.299614049788556	84.5694698718317	16.01455179820333	24.99053601218763	3.469480375706438	2.738528169011758	1.0	6.0	1.0	6.0	6.0	8.319301133155028	0.4339687427409779	0.6252036341840953	1.9408276230749257	0.002752141379114514	-1236.2601958543678	-1190.2423310013583	-1946.4404953325131	-57.21068484584421
69000	3.026248655511241	-4678.786087005711	-314.6349417085621	-4364.151145297149	13.503586117180953	106.99174050428732	14.911160324183287	15.749684051344131	14.146736975158356	3.659342959449088	1.0	6.0	2.0	5.0	6.0	7.965702894854087	0.6428066438710498	0.6081646601394117	1.7490286959895374	0.00247126193814198	-1229.4051224527225	-1192.990312972766	-1941.7557098716607	-62.494873657527265
70000	1.8285028529397254	-4687.3921272392145	-318.7080638586755	-4368.684063380539	12.687460909066225	71.2009304439511	6.961219644563376	14.92905363584584	31.291995714276986	1.6204888421412078	4.0	5.0	5.0	3.0	3.0	7.215682023105837	0.6440274489972503	0.5328056216458252	1.8231669293569233	0.0023687501935063544	-1234.6444961902266	-1196.2315752638615	-1937.8079919264508	-65.46505510507313
71000	2.1351709701705444	-4670.0410853381045	-307.4724754965913	-4362.5686098415135	11.190023364890422	41.822845895978695	12.279434019134655	16.920951910318443	3.7691697731577256	1.065782670389577	2.0	8.0	2.0	3.0	5.0	11.455336375440803	0.6258064465096544	0.47225729081779383	1.9019362626725507	0.003047433880155083	-1231.9513639364275	-1192.2790418952904	-1938.3382040097958	-58.468179862501735
72000	1.362069460776393	-4671.796660763576	-303.9131160344165	-4367.883544729159	11.826006662283014	37.98921089855695	8.679346848900865	3.3779187819473924	6.806559967697923	1.5348781374739653	1.0	5.0	1.0	5.0	8.0	10.077999808483277	0.5733378501498353	0.640729561968564	1.7859325878815995	0.0031452782179030316	-1232.771388991852	-1192.7326307053413	-1942.3795250319665	-55.915379755837485
73000	0.4528590090048652	-4668.929111766558	-299.6849690746552	-4369.244142691903	10.368073341315107	31.379524897897923	20.904398337776943	5.300637118787975	3.063048008675448	1.3631015719490602	4.0	2.0	2.0	6.0	6.0	8.275803079039568	0.5404648493819494	0.678632475721069	1.78090267489698	0.0031763392886031997	-1234.8122595105187	-1194.2606007356337	-1940.1712824457506	-52.65099139975931
74000	0.8982328713394727	-4665.829361018399	-301.88882000809826	-4363.940541010301	11.104962742735182	41.701636313715106	3.3154866053188417	7.230362584590204	8.95084084155909	1.5456621402779194	6.0	2.0	4.0	1.0	7.0	9.455531524462275	0.5974251851765868	0.5198821966734708	1.8826926181499406	0.0033997121388337236	-1233.4245594544338	-1195.2539142974565	-1935.2620672584108	-52.88306398149804
75000	1.220115538968631	-4666.657070053537	-304.3229386511952	-4362.334131402342	10.891880042159817	47.80990186102849	12.972809026615591	6.306918305236237	2.8398893386629025	3.2398746142621824	1.0	5.0	8.0	1.0	5.0	8.168587984747607	0.5706291283702504	0.5188017649220199	1.9105691067077282	0.0032822187005765546	-1233.123442664145	-1193.157220465142	-1936.0534682730554	-56.43276704800528
76000	0.9369448684376804	-4676.100044822755	-305.29854197318696	-4370.801502849568	11.536916040523666	61.53087351388393	26.541516553392707	7.733230363778038	1.8339847390683057	3.7648231317382175	3.0	2.0	6.0	6.0	3.0	7.415622348322734	0.49952458085788665	0.7167569289963278	1.7837184901457839	0.0030505560794277793	-1234.0144953026452	-1198.7720954164317	-1938.0149121304914	-55.85395452360491
77000	2.477625519151574	-4666.417898424891	-303.13459125878836	-4363.2833071661025	12.775960552843426	47.07098854722193	13.50269431401171	3.6222258922747423	5.641395583066412	2.5137216483571763	2.0	1.0	5.0	5.0	7.0	8.658723022461617	0.7265871800112744	0.5523805136013303	1.7210323063873936	0.0030353151557111105	-1234.8866617774406	-1192.8768097879906	-1935.5198356006717	-54.83594996326837
78000	2.5277506717190468	-4684.087525281039	-312.92081604721454	-4371.166709233825	11.706486352426184	82.91040516461406	37.32281190695768	4.54618816301266	10.654820010080291	5.485151557118792	1.0	1.0	7.0	6.0	5.0	8.629931154757543	0.6972668012251864	0.6717695721636275	1.6309636266111842	0.002758800694767767	-1233.3192085093278	-1193.2845314097947	-1944.5629693147016	-60.74119043631895
79000	3.30963420810542	-4674.587017543254	-302.8266749172536	-4371.760342626	10.813372777336593	96.52458841840965	1.794488584400266	4.5459581225266845	2.1949322018936295	7.442970266947988	2.0	1.0	10.0	6.0	1.0	8.32080194144933	0.6894154312035007	0.5970055452945427	1.713579023501955	0.0029186345634035376	-1230.7971193671954	-1190.6636191525397	-1950.2996041062652	-51.99901055206672
80000	2.1651272843012985	-4669.1655098446645	-303.4432330885128	-4365.722276756152	13.223298137542086	32.588076824422096	10.821378542939634	3.568976051334621	0.8771126555882512	2.7549521225499567	2.0	2.0	9.0	6.0	1.0	7.027954664155667	0.5254546962001796	0.6072205015033861	1.8673248022964328	0.0029476758012130237	-1234.0427532567405	-1194.7544664674633	-1936.925057031948	-56.69568572092999
81000	1.437966192751312	-4669.3894361638195	-305.5541891948215	-4363.835246968998	13.146406709294096	23.89905995307569	23.71090341618428	6.76944569528577	3.6860606171727697	1.37727206046071	4.0	1.0	8.0	1.0	6.0	7.64246225315968	0.5840330871934756	0.5743496744051592	1.8416172384013638	0.0024660957501395383	-1233.355478777904	-1194.265969342421	-1936.2137988486727	-58.335585239981285
82000	0.5266612628710021	-4678.895367877045	-309.8672570386221	-4369.028110838422	11.035204518221219	62.583045219461205	24.625267866491612	19.109042474457357	3.3017409149656154	1.1554229000995333	5.0	1.0	6.0	4.0	4.0	9.146311375120767	0.5902530834180917	0.5404354542062211	1.8693114623756857	0.0031148401883149455	-1231.8180604485287	-1190.4991347588004	-1946.710915631093	-60.081821181888365
83000	0.9997869773961607	-4669.6159777672165	-307.0957655645185	-4362.520212202698	11.720587505530064	48.05555623463946	9.007061505731862	6.617734877902751	3.0489747132114053	4.296886345841397	4.0	6.0	2.0	3.0	5.0	7.878423808576782	0.7199928122983329	0.5636657585440386	1.716341429157627	0.0031511682563850935	-1232.9989308813276	-1191.0920652132336	-1938.4292161081366	-59.03367111281378
84000	0.5016011106114695	-4677.770666787941	-300.94476090614626	-4376.825905881795	10.914713354465785	42.10292757063908	4.689105441948756	1.5819139331039542	2.5629799502881205	1.524049638862929	4.0	6.0	1.0	7.0	2.0	10.117110738586602	0.4247252000574513	0.5730129944212884	2.002261805521259	0.0034132819716343565	-1241.4302151377044	-1197.4794163820588	-1937.916274362032	-55.28319284193332
85000	1.5411385542630391	-4671.155515826877	-305.71168468765484	-4365.443831139221	10.912415041474986	67.29707091306848	41.76844745283253	13.866491375213387	2.7192862743147757	0.9741836540867432	4.0	1.0	6.0	8.0	1.0	11.583705401316031	0.5466863748150247	0.5454970649496822	1.9078165602352917	0.003693627265070153	-1233.8303623383622	-1191.1882795406807	-1940.4251892601787	-55.71635947817863
86000	1.9341460753065438	-4663.994356843714	-294.38413279973753	-4369.610224043976	9.848259676933658	103.1744315686456	7.421119067094173	6.1302032365453565	1.1175674034262169	1.5984372295375056	1.0	5.0	4.0	9.0	1.0	8.300875384576406	0.6275021929400871	0.46878257790524513	1.9037152291546666	0.003660813425550339	-1232.2830539594522	-1192.932319005832	-1944.3948510786918	-46.29714428130433
87000	1.9220340971431922	-4657.934008063886	-296.6310688892745	-4361.302939174611	10.130883730788453	80.0792823662084	13.129712098079633	7.7046604948518995	1.1931576289585644	1.4575112075981418	1.0	4.0	5.0	8.0	2.0	8.276985671882475	0.5747725377281683	0.6014268285854132	1.8238006336864172	0.003964570441091287	-1231.3709294411817	-1192.7366828409931	-1937.1953268924362	-48.57255019985664
88000	2.16083231587121	-4664.875470937822	-300.3720685460769	-4364.503402391745	10.728378413357479	52.6562653097935	27.90257167490596	12.12697660159791	2.6057165638966997	0.8910307299063052	2.0	1.0	8.0	7.0	2.0	9.483541844762831	0.6318643887712557	0.5764263598865174	1.7917092513422255	0.0035542380581976324	-1235.2719608980794	-1192.861781892209	-1936.3696596014565	-51.63323128442706
89000	1.7942956013999414	-4661.107470543256	-300.4889538368518	-4360.618516706404	10.171465436530589	25.063659070245432	6.187076345725292	9.20264940167315	1.9427725057261394	4.089480555582764	3.0	1.0	7.0	6.0	3.0	7.792605107677034	0.5975604442314929	0.6649010546988413	1.737538501069664	0.003939526497553599	-1232.0190849401886	-1192.8450968508894	-1935.754334915326	-52.978026543976995
90000	1.4694745951511794	-4662.743407874997	-296.2452224604776	-4366.498185414519	11.000946152293832	88.62968668978162	7.154479353812441	4.239225472567799	2.063431348217017	1.9677658953122406	2.0	2.0	7.0	8.0	1.0	5.878630159018883	0.5975604442314929	0.5747919293664427	1.8276476264020625	0.003772394764035647	-1235.728440705826	-1194.4334054041228	-1936.3363393045706	-48.99633045614152
91000	0.8213343359187917	-4663.38077474708	-296.05069302812876	-4367.330081718951	10.505981729623738	23.060689498993696	5.2945978825325986	3.6692801741329313	1.448566108989453	0.8364803205872806	3.0	7.0	1.0	4.0	5.0	9.486795266191415	0.534934996284684	0.5605441645789371	1.904520839136377	0.003849265467604372	-1234.2487374968987	-1193.4278118314169	-1939.6535323906353	-52.03391373850812
92000	2.1439985629691476	-4665.955661990487	-300.4507648187427	-4365.504897171744	10.637144707469687	36.1665785971717	18.05617727399461	7.603855265808632	6.318685978952653	3.484717505919289	1.0	4.0	3.0	3.0	9.0	9.500202087048056	0.6075506235753839	0.5605441645789371	1.8319052118456773	0.004356057018732186	-1234.902674632595	-1192.1595235613395	-1938.4426989778096	-51.6961660441554
93000	2.376893945129628	-4658.404379927585	-295.75103786252396	-4362.653342065061	10.465056150299688	48.7592675355611	9.272500123274192	4.129461140143164	1.4972819649343976	0.8849190083200742	1.0	4.0	5.0	3.0	7.0	8.433120142661448	0.5838608729039919	0.6406478729683814	1.7754912541276249	0.004019518649230533	-1232.4741580827551	-1191.4749511099467	-1938.7042328723592	-49.948603572775085
94000	0.6277061801799828	-4673.271819215015	-302.41617719178157	-4370.8556420232335	9.482159053127212	168.50072619978437	15.550042102557263	17.317646888894714	4.855741771369812	1.241704124720604	2.0	5.0	4.0	2.0	7.0	7.0288966591446345	0.5295317461758756	0.5939997992249011	1.8764684545992216	0.003333445625215056	-1235.8470483321935	-1190.8380208469373	-1944.170572844103	-51.03573859724404
95000	1.5981653788585115	-4670.0763187432785	-301.5593885988419	-4368.516930144437	9.78261675831701	125.25321989100061	18.582096368555202	7.57466137836664	2.7451426296746866	0.9937430483754481	1.0	8.0	2.0	5.0	4.0	9.43602789520597	0.5988224563102534	0.47137203432980557	1.9298055093599393	0.0035506145131701384	-1235.276433044304	-1196.8651426460503	-1936.375354454082	-52.15842879921085
96000	1.8597400995781754	-4664.425571874908	-298.72975353477545	-4365.695818340133	10.227298441054868	46.830756294219185	6.083106752744312	5.589253141016466	1.6143052825495185	1.8033623667032685	3.0	5.0	3.0	7.0	2.0	8.582902445608832	0.49803712204159767	0.6646936290281504	1.8372692489302502	0.00379033810428057	-1235.1899632526556	-1195.1305726138282	-1935.3752824736496	-52.168478065530735
